GeositeInfo_DataOwner,Identifier,GeositeInfo_GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,HardnessQualifier,distance_km
Dept Water - Pretoria,2528CC00640,Borehole,-25.80044,28.17815,,27,30,Dolomite,Consolidated,,33.12892464
Dept Water - Pretoria,2528CC00641,Borehole,-25.80043,28.17814,,0,12,Shale,Consolidated,,33.1275552
Dept Water - Pretoria,2528CC00641,Borehole,-25.80043,28.17814,,12,30,Dolomite,Consolidated,,33.1275552
Dept Water - Pretoria,2528CC00642,Borehole,-25.80042,28.17813,,0,15,Dolomite,Consolidated,,33.12618577
Dept Water - Pretoria,2528CC00643,Borehole,-25.80041,28.17812,,0,9,Dolomite,Consolidated,,33.12481636
Dept Water - Pretoria,2528CC00643,Borehole,-25.80041,28.17812,,9,12,NO SAMPLE,,,33.12481636
Dept Water - Pretoria,2528CC00643,Borehole,-25.80041,28.17812,,12,19.5,Dolomite,Consolidated,,33.12481636
Dept Water - Pretoria,2528CC00643,Borehole,-25.80041,28.17812,,19.5,30,Dolomite,Consolidated,,33.12481636
Dept Water - Pretoria,2528CC00644,Borehole,-25.8004,28.17811,,0,16.5,Chert,Consolidated,,33.12344697
Dept Water - Pretoria,2528CC00644,Borehole,-25.8004,28.17811,,16.5,30,Dolomite,Consolidated,,33.12344697
Dept Water - Pretoria,2528CC00645,Borehole,-25.80039,28.1781,,0,4.5,SOIL,Unconsolidated,,33.1220776
Dept Water - Pretoria,2528CC00645,Borehole,-25.80039,28.1781,,4.5,15,Dolomite,Consolidated,,33.1220776
Dept Water - Pretoria,2528CC00646,Borehole,-25.80038,28.17809,,0,15,Chert,Consolidated,,33.12070825
Dept Water - Pretoria,2528CC00646,Borehole,-25.80038,28.17809,,15,30,Dolomite,Consolidated,,33.12070825
Dept Water - Pretoria,2528CC00647,Borehole,-25.80037,28.17808,,0,7.5,Chert,Consolidated,,33.11933892
Dept Water - Pretoria,2528CC00647,Borehole,-25.80037,28.17808,,7.5,18,Dolomite,Consolidated,,33.11933892
Dept Water - Pretoria,2528CC00648,Borehole,-25.80036,28.17807,,0,9,Dolomite,Consolidated,,33.1179696
Dept Water - Pretoria,2528CC00648,Borehole,-25.80036,28.17807,,9,12,NO SAMPLE,,,33.1179696
Dept Water - Pretoria,2528CC00648,Borehole,-25.80036,28.17807,,12,21,Dolomite,Consolidated,,33.1179696
Dept Water - Pretoria,2528CC00649,Borehole,-25.80035,28.17806,,0,30,Dolomite,Consolidated,,33.1166003
Dept Water - Pretoria,2528CC00650,Borehole,-25.80034,28.17805,,0,24,Chert,Consolidated,,33.11523102
Dept Water - Pretoria,2528CC00919,Borehole,-25.79988,28.01565,18.28,0,7.92,Boulders,Unconsolidated,,33.19022507
Dept Water - Pretoria,2528CC00919,Borehole,-25.79988,28.01565,18.28,7.92,10.66,Boulders,Unconsolidated,,33.19022507
Dept Water - Pretoria,2528CC00919,Borehole,-25.79988,28.01565,18.28,10.66,36.57,Diabase,Consolidated,,33.19022507
Dept Water - Pretoria,2528CC00918,Borehole,-25.79986,28.01563,13.1,0,8.53,Clay,Unconsolidated,,33.18870896
Dept Water - Pretoria,2528CC00918,Borehole,-25.79986,28.01563,13.1,8.53,30.48,Diabase,Consolidated,,33.18870896
Dept Water - Pretoria,2528CC00917,Borehole,-25.79985,28.01562,30.48,0,6.09,Clay,Unconsolidated,,33.187951
Dept Water - Pretoria,2528CC00917,Borehole,-25.79985,28.01562,30.48,6.09,26.21,Boulders,Unconsolidated,,33.187951
Dept Water - Pretoria,2528CC00917,Borehole,-25.79985,28.01562,30.48,26.21,62.78,Shale,Consolidated,,33.187951
Dept Water - Pretoria,2528CC00916,Borehole,-25.79984,28.01561,28,0,24,Clay,Unconsolidated,,33.18719309
Dept Water - Pretoria,2528CC00916,Borehole,-25.79984,28.01561,28,24,90,Shale,Consolidated,,33.18719309
Dept Water - Pretoria,2528CC00915,Borehole,-25.79983,28.0156,17,0,18,Clay,Unconsolidated,,33.18643523
Dept Water - Pretoria,2528CC00915,Borehole,-25.79983,28.0156,17,18,72,Shale,Consolidated,,33.18643523
Dept Water - Pretoria,2528CC00914,Borehole,-25.79982,28.01559,,0,6,Shale,Consolidated,,33.18567744
Dept Water - Pretoria,2528CC00914,Borehole,-25.79982,28.01559,,6,138,Shale,Consolidated,Hard,33.18567744
Dept Water - Pretoria,2528CC00913,Borehole,-25.79981,28.01558,67.05,0,6.09,Clay,Unconsolidated,,33.1849197
Dept Water - Pretoria,2528CC00913,Borehole,-25.79981,28.01558,67.05,6.09,9.14,Boulders,Unconsolidated,,33.1849197
Dept Water - Pretoria,2528CC00913,Borehole,-25.79981,28.01558,67.05,9.14,59.43,Granite,Consolidated,,33.1849197
Dept Water - Pretoria,2528CC00913,Borehole,-25.79981,28.01558,67.05,59.43,78.02,Granite,Consolidated,,33.1849197
Dept Water - Pretoria,2528CC00912,Borehole,-25.7998,28.01557,60,0,37,Shale,Consolidated,,33.18416202
Dept Water - Pretoria,2528CC00912,Borehole,-25.7998,28.01557,60,37,39,Granite,Consolidated,,33.18416202
Dept Water - Pretoria,2528CC00912,Borehole,-25.7998,28.01557,60,39,130,Shale,Consolidated,,33.18416202
Dept Water - Pretoria,2528CC00911,Borehole,-25.79979,28.01556,59,0,9,SOIL,Unconsolidated,,33.1834044
Dept Water - Pretoria,2528CC00911,Borehole,-25.79979,28.01556,59,9,115,Felsite,Consolidated,,33.1834044
Dept Water - Pretoria,2528CC00910,Borehole,-25.79978,28.01555,20,0,48,Conglomerate,Unconsolidated,,33.18264683
Dept Water - Pretoria,2528CC00910,Borehole,-25.79978,28.01555,20,48,100,Granite,Consolidated,,33.18264683
Dept Water - Pretoria,2528CC00909,Borehole,-25.79977,28.01554,3,0,2,Clay,Unconsolidated,,33.18188932
Dept Water - Pretoria,2528CC00909,Borehole,-25.79977,28.01554,3,2,60,Granite,Consolidated,,33.18188932
Dept Water - Pretoria,2528CC00909,Borehole,-25.79977,28.01554,3,60,108,Granite,Consolidated,Hard,33.18188932
Dept Water - Pretoria,2528CC00920,Borehole,-25.79976,28.01553,23.77,0,3.04,Clay,Unconsolidated,,33.18113187
Dept Water - Pretoria,2528CC00920,Borehole,-25.79976,28.01553,23.77,3.04,13.1,Diabase,Consolidated,,33.18113187
Dept Water - Pretoria,2528CC00920,Borehole,-25.79976,28.01553,23.77,13.1,43.28,Diabase,Consolidated,,33.18113187
Dept Water - Pretoria,2528CC00921,Borehole,-25.79975,28.01552,40.23,0,0.91,SOIL,Unconsolidated,,33.18037448
Dept Water - Pretoria,2528CC00921,Borehole,-25.79975,28.01552,40.23,0.91,39.92,Shale,Consolidated,Soft,33.18037448
Dept Water - Pretoria,2528CC00921,Borehole,-25.79975,28.01552,40.23,39.92,68.27,Shale,Consolidated,Hard,33.18037448
Dept Water - Pretoria,2528CC00921,Borehole,-25.79975,28.01552,40.23,68.27,71.93,Diabase,Consolidated,,33.18037448
Dept Water - Pretoria,2528CC00922,Borehole,-25.79974,28.01551,,0,3.04,Gravel,Unconsolidated,,33.17961714
Dept Water - Pretoria,2528CC00922,Borehole,-25.79974,28.01551,,3.04,4.57,Diabase,Consolidated,,33.17961714
Dept Water - Pretoria,2528CC00922,Borehole,-25.79974,28.01551,,4.57,15.24,Dolomite,Consolidated,,33.17961714
Dept Water - Pretoria,2528CC00923,Borehole,-25.79973,28.0155,,0,0.91,SOIL,Unconsolidated,,33.17885986
Dept Water - Pretoria,2528CC00923,Borehole,-25.79973,28.0155,,0.91,7.62,Boulders,Unconsolidated,,33.17885986
Dept Water - Pretoria,2528CC00923,Borehole,-25.79973,28.0155,,7.62,24.38,Chert,Consolidated,,33.17885986
Dept Water - Pretoria,2528CC00923,Borehole,-25.79973,28.0155,,24.38,38.1,Chert,Consolidated,,33.17885986
Dept Water - Pretoria,2528CC00924,Borehole,-25.79972,28.01549,,0,2.43,Shale,Consolidated,,33.17810264
Dept Water - Pretoria,2528CC00924,Borehole,-25.79972,28.01549,,2.43,4.57,Felsite,Consolidated,,33.17810264
Dept Water - Pretoria,2528CC00925,Borehole,-25.79971,28.01548,1.52,0,28.04,Slate,Consolidated,,33.17734548
Dept Water - Pretoria,2527DD00121,Borehole,-25.79783,27.77386,8.84,0,9.14,Diabase,Consolidated,,48.06700444
Dept Water - Pretoria,2527DD00121,Borehole,-25.79783,27.77386,8.84,9.14,30.78,Diabase,Consolidated,,48.06700444
Dept Water - Pretoria,2527DD00122,Borehole,-25.79782,27.77386,5,0,26,Shale,Consolidated,,48.06627164
Dept Water - Pretoria,2527DD00122,Borehole,-25.79782,27.77386,5,26,44,Sandstone,Consolidated,,48.06627164
Dept Water - Pretoria,2527DD00085,Borehole,-25.79675,27.76636,4.88,0,0.91,SOIL,Unconsolidated,,48.62055772
Dept Water - Pretoria,2527DD00085,Borehole,-25.79675,27.76636,4.88,0.91,27.43,Shale,Consolidated,,48.62055772
Dept Water - Pretoria,2527DD00081,Borehole,-25.79674,27.76636,6.1,0,5.49,Boulders,Unconsolidated,,48.61983601
Dept Water - Pretoria,2527DD00081,Borehole,-25.79674,27.76636,6.1,5.49,10.06,Diabase,Consolidated,,48.61983601
Dept Water - Pretoria,2527DD00081,Borehole,-25.79674,27.76636,6.1,10.06,11.28,Diabase,Consolidated,,48.61983601
Dept Water - Pretoria,2527DD00079,Borehole,-25.79673,27.76636,3.66,0,13.41,Clay,Unconsolidated,,48.61911432
Dept Water - Pretoria,2527DD00079,Borehole,-25.79673,27.76636,3.66,13.41,32.31,NO SAMPLE,,,48.61911432
Dept Water - Pretoria,2527DD00079,Borehole,-25.79673,27.76636,3.66,32.31,35.98,Diabase,Consolidated,,48.61911432
Dept Water - Pretoria,2527DD00053,Borehole,-25.79672,27.76636,4.57,0,0.91,SOIL,Unconsolidated,,48.61839265
Dept Water - Pretoria,2527DD00053,Borehole,-25.79672,27.76636,4.57,0.91,24.08,Diabase,Consolidated,,48.61839265
Dept Water - Pretoria,2527DD00063,Borehole,-25.79672,27.76637,5.18,0,0.91,SOIL,Unconsolidated,,48.61754506
Dept Water - Pretoria,2527DD00063,Borehole,-25.79672,27.76637,5.18,0.91,7.62,Clay,Unconsolidated,,48.61754506
Dept Water - Pretoria,2527DD00063,Borehole,-25.79672,27.76637,5.18,7.62,28.04,Shale,Consolidated,,48.61754506
Dept Water - Pretoria,2527DD00080,Borehole,-25.79672,27.76638,21.03,0,10.67,Shale,Consolidated,,48.61669749
Dept Water - Pretoria,2527DD00080,Borehole,-25.79672,27.76638,21.03,10.67,15.56,Shale,Consolidated,,48.61669749
Dept Water - Pretoria,2527DD00080,Borehole,-25.79672,27.76638,21.03,15.56,27.74,Shale,Consolidated,,48.61669749
Dept Water - Pretoria,2527DD00080,Borehole,-25.79672,27.76638,21.03,27.74,29.27,Shale,Consolidated,Soft,48.61669749
Dept Water - Pretoria,2527DD00082,Borehole,-25.79672,27.76639,6.71,0,18.29,Clay,Unconsolidated,,48.61584993
Dept Water - Pretoria,2527DD00082,Borehole,-25.79672,27.76639,6.71,18.29,60.96,Shale,Consolidated,,48.61584993
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.29,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.29,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.29,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.29,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.29,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.49,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.49,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.49,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.49,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.49,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.97,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.97,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.97,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.97,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,10.97,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,11.02,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,11.02,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,11.02,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,11.02,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,11.02,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,12.18,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,12.18,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,12.18,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,12.18,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,12.18,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.13,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.13,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.13,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.13,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.13,35,76,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.17,0,2,SOIL,Unconsolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.17,2,27,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.17,27,33,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.17,33,35,Chert,Consolidated,,34.09530807
Dept Water - Gauteng,2528CC00035,Borehole,-25.79644,28.21638,49.17,35,76,Chert,Consolidated,,34.09530807
Dept Water - Pretoria,2528CD00363,Borehole,-25.79594,28.34671,,0,3.04,Laterite,Consolidated,,41.82063862
Dept Water - Pretoria,2528CD00363,Borehole,-25.79594,28.34671,,3.04,4.57,Gravel,Unconsolidated,,41.82063862
Dept Water - Pretoria,2528CD00363,Borehole,-25.79594,28.34671,,4.57,23.77,Boulder Clay,Unconsolidated,,41.82063862
Dept Water - Pretoria,2528CD00362,Borehole,-25.79593,28.3467,,0,0.91,SOIL,Unconsolidated,,41.81906764
Dept Water - Pretoria,2528CD00362,Borehole,-25.79593,28.3467,,0.91,18.28,Gravel & Clay,Unconsolidated,,41.81906764
Dept Water - Pretoria,2528CD00362,Borehole,-25.79593,28.3467,,18.28,24.38,Sand,Unconsolidated,,41.81906764
Dept Water - Pretoria,2528CD00361,Borehole,-25.79592,28.34669,,0,1.52,Chert,Consolidated,,41.81749667
Dept Water - Pretoria,2528CD00361,Borehole,-25.79592,28.34669,,1.52,24.38,Clay & Sand,Unconsolidated,,41.81749667
Dept Water - Pretoria,2528CD00361,Borehole,-25.79592,28.34669,,24.38,35.96,Sandstone,Consolidated,,41.81749667
Dept Water - Pretoria,2528CD00361,Borehole,-25.79592,28.34669,,35.96,38.7,Chert,Consolidated,,41.81749667
Dept Water - Pretoria,2528CD00360,Borehole,-25.79591,28.34668,,0,15.24,Shale,Consolidated,,41.8159257
Dept Water - Pretoria,2528CD00360,Borehole,-25.79591,28.34668,,15.24,18.28,Quartzite,Consolidated,,41.8159257
Dept Water - Pretoria,2528CD00360,Borehole,-25.79591,28.34668,,18.28,43.28,Sandstone,Consolidated,,41.8159257
Dept Water - Pretoria,2528CD00360,Borehole,-25.79591,28.34668,,43.28,45.72,Chert,Consolidated,,41.8159257
Dept Water - Pretoria,2528CD00360,Borehole,-25.79591,28.34668,,45.72,48,Diabase,Consolidated,,41.8159257
Dept Water - Pretoria,2528CD00359,Borehole,-25.7959,28.34667,,0,1.82,SOIL,Unconsolidated,,41.81435473
Dept Water - Pretoria,2528CD00359,Borehole,-25.7959,28.34667,,1.82,35.96,Shale,Consolidated,,41.81435473
Dept Water - Pretoria,2528CD00359,Borehole,-25.7959,28.34667,,35.96,38.4,Dolerite,Consolidated,,41.81435473
Dept Water - Pretoria,2528CD00358,Borehole,-25.79589,28.34666,0.3,0,0.6,SOIL,Unconsolidated,,41.81278376
Dept Water - Pretoria,2528CD00358,Borehole,-25.79589,28.34666,0.3,0.6,4.57,Clay,Unconsolidated,,41.81278376
Dept Water - Pretoria,2528CD00358,Borehole,-25.79589,28.34666,0.3,4.57,5.79,Clay,Unconsolidated,,41.81278376
Dept Water - Pretoria,2528CD00358,Borehole,-25.79589,28.34666,0.3,5.79,8.22,Sandstone,Consolidated,,41.81278376
Dept Water - Pretoria,2528CD00358,Borehole,-25.79589,28.34666,0.3,8.22,24.07,Diabase,Consolidated,,41.81278376
Dept Water - Pretoria,2528CD00357,Borehole,-25.79588,28.34665,1.82,0,0.6,SOIL,Unconsolidated,,41.81121279
Dept Water - Pretoria,2528CD00357,Borehole,-25.79588,28.34665,1.82,0.6,3.96,Gravel,Unconsolidated,,41.81121279
Dept Water - Pretoria,2528CD00357,Borehole,-25.79588,28.34665,1.82,3.96,13.71,Quartzite,Consolidated,,41.81121279
Dept Water - Pretoria,2528CD00357,Borehole,-25.79588,28.34665,1.82,13.71,33.52,Sandstone,Consolidated,,41.81121279
Dept Water - Pretoria,2528CD00364,Borehole,-25.79587,28.34664,,0,0.91,SOIL,Unconsolidated,,41.80964182
Dept Water - Pretoria,2528CD00364,Borehole,-25.79587,28.34664,,0.91,2.43,Quartzite,Consolidated,,41.80964182
Dept Water - Pretoria,2528CD00364,Borehole,-25.79587,28.34664,,2.43,7.01,Clay,Unconsolidated,,41.80964182
Dept Water - Pretoria,2528CD00364,Borehole,-25.79587,28.34664,,7.01,10.66,Boulder Clay,Unconsolidated,,41.80964182
Dept Water - Pretoria,2528CD00364,Borehole,-25.79587,28.34664,,10.66,37.18,Diabase,Consolidated,,41.80964182
Dept Water - Pretoria,2528CD00365,Borehole,-25.79586,28.34663,,0,1.52,Diabase,Consolidated,,41.80807085
Dept Water - Pretoria,2528CD00365,Borehole,-25.79586,28.34663,,1.52,4.57,SOIL,Unconsolidated,,41.80807085
Dept Water - Pretoria,2528CD00365,Borehole,-25.79586,28.34663,,4.57,17.67,Diabase,Consolidated,,41.80807085
Dept Water - Pretoria,2528CD00365,Borehole,-25.79586,28.34663,,17.67,47.85,Diabase,Consolidated,,41.80807085
Dept Water - Pretoria,2528CD00366,Borehole,-25.79585,28.34662,,0,15.24,Shale,Consolidated,,41.80649988
Dept Water - Pretoria,2528CD00366,Borehole,-25.79585,28.34662,,15.24,18.28,Quartzite,Consolidated,,41.80649988
Dept Water - Pretoria,2528CD00366,Borehole,-25.79585,28.34662,,18.28,43.28,Sandstone,Consolidated,,41.80649988
Dept Water - Pretoria,2528CD00366,Borehole,-25.79585,28.34662,,43.28,45.72,Chert,Consolidated,,41.80649988
Dept Water - Pretoria,2528CD00366,Borehole,-25.79585,28.34662,,45.72,47.85,Diabase,Consolidated,,41.80649988
Dept Water - Pretoria,2528CD00258,Borehole,-25.79422,28.33637,12.19,0,9.14,SOIL,Unconsolidated,,40.92412508
Dept Water - Pretoria,2528CD00258,Borehole,-25.79422,28.33637,12.19,9.14,38.7,Diabase,Consolidated,,40.92412508
Dept Water - Pretoria,2527DD00160,Borehole,-25.79397,27.86861,12.19,0,16.45,SOIL,Unconsolidated,,40.39049346
Dept Water - Pretoria,2527DD00160,Borehole,-25.79397,27.86861,12.19,16.45,46.02,Diabase,Consolidated,,40.39049346
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,0,4,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,4,9,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,9,11,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,11,15,Dolomite,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,15,18,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,18,22,Dolomite,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,22,37,NO SAMPLE,,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104,37,130,Dolomite,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,0,4,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,4,9,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,9,11,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,11,15,Dolomite,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,15,18,Chert,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,18,22,Dolomite,Consolidated,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,22,37,NO SAMPLE,,,32.22069382
Dept Water - Gauteng,2528CC00032,Borehole,-25.79366,28.17194,104.04,37,130,Dolomite,Consolidated,,32.22069382
Dept Water - Pretoria,2528CD00416,Borehole,-25.79346,28.30479,15.24,0,25.29,Shale,Consolidated,,38.67811491
Dept Water - Pretoria,2528CD00416,Borehole,-25.79346,28.30479,15.24,25.29,62.17,Diabase,Consolidated,,38.67811491
Dept Water - Pretoria,2528CD00416,Borehole,-25.79346,28.30479,15.24,62.17,76.5,Shale,Consolidated,,38.67811491
Dept Water - Pretoria,2528CD00415,Borehole,-25.79345,28.30478,,0,7.31,Diabase,Consolidated,,38.67655855
Dept Water - Pretoria,2528CD00415,Borehole,-25.79345,28.30478,,7.31,34.74,Diabase,Consolidated,,38.67655855
Dept Water - Pretoria,2528CD00414,Borehole,-25.79344,28.30477,,0,5.18,Diabase,Consolidated,,38.6750022
Dept Water - Pretoria,2528CD00414,Borehole,-25.79344,28.30477,,5.18,67.66,Diabase,Consolidated,,38.6750022
Dept Water - Pretoria,2528CD00413,Borehole,-25.79343,28.30476,5.18,0,7.31,Shale,Consolidated,,38.67344585
Dept Water - Pretoria,2528CD00413,Borehole,-25.79343,28.30476,5.18,7.31,55.16,Shale,Consolidated,,38.67344585
Dept Water - Pretoria,2528CD00412,Borehole,-25.79342,28.30475,7.01,0,31.08,Shale,Consolidated,,38.67188949
Dept Water - Pretoria,2528CD00411,Borehole,-25.79341,28.30474,18.28,0,21.64,Shale,Consolidated,,38.67033314
Dept Water - Pretoria,2528CD00411,Borehole,-25.79341,28.30474,18.28,21.64,32.91,Lava,Consolidated,,38.67033314
Dept Water - Pretoria,2528CD00410,Borehole,-25.7934,28.30473,,0,30.48,SOIL,Unconsolidated,,38.6687768
Dept Water - Pretoria,2528CD00410,Borehole,-25.7934,28.30473,,30.48,37.36,Diabase,Consolidated,,38.6687768
Dept Water - Pretoria,2528CD00409,Borehole,-25.79339,28.30472,12.19,0,9.14,Shale,Consolidated,,38.66722045
Dept Water - Pretoria,2528CD00409,Borehole,-25.79339,28.30472,12.19,9.14,27.88,Shale,Consolidated,,38.66722045
Dept Water - Pretoria,2528CC00030,Borehole,-25.79338,28.12277,60.95,,,,,,31.25983787
Dept Water - Pretoria,2528CC00030,Borehole,-25.79338,28.12277,62.06,,,,,,31.25983787
Dept Water - Pretoria,2528CD00408,Borehole,-25.79338,28.30471,39.62,0,4.26,Quartzite,Consolidated,,38.6656641
Dept Water - Pretoria,2528CD00408,Borehole,-25.79338,28.30471,39.62,4.26,43.89,Quartzite,Consolidated,,38.6656641
Dept Water - Pretoria,2528CD00417,Borehole,-25.79337,28.3047,12.19,0,43.89,Shale,Consolidated,,38.66410776
Dept Water - Pretoria,2528CD00418,Borehole,-25.79336,28.30469,,0,0.6,SOIL,Unconsolidated,,38.66255142
Dept Water - Pretoria,2528CD00418,Borehole,-25.79336,28.30469,,0.6,5.18,Diabase,Consolidated,,38.66255142
Dept Water - Pretoria,2528CD00418,Borehole,-25.79336,28.30469,,5.18,13.41,Diabase,Consolidated,,38.66255142
Dept Water - Pretoria,2528CD00418,Borehole,-25.79336,28.30469,,13.41,122.22,Shale,Consolidated,,38.66255142
Dept Water - Pretoria,2528CD00419,Borehole,-25.79335,28.30468,,0,46.02,Shale,Consolidated,,38.66099507
Dept Water - Pretoria,2528CD00420,Borehole,-25.79334,28.30467,10.66,0,41.45,Shale,Consolidated,,38.65943873
Dept Water - Pretoria,2528DB00018,Borehole,-25.79227,28.35804,29.87,0,3.05,Boulders,Unconsolidated,,42.36305472
Dept Water - Pretoria,2528DB00018,Borehole,-25.79227,28.35804,29.87,3.05,11.58,Sandstone,Consolidated,,42.36305472
Dept Water - Pretoria,2528DB00018,Borehole,-25.79227,28.35804,29.87,11.58,14.33,Clay,Unconsolidated,,42.36305472
