GeositeInfo_DataOwner,Identifier,GeositeInfo_GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,HardnessQualifier,distance_km
Dept Water - Pretoria,2528CC00742,Borehole,-25.95256,28.03444,10.05,0,0.91,SOIL,Unconsolidated,,49.39057491
Dept Water - Pretoria,2528CC00742,Borehole,-25.95256,28.03444,10.05,0.91,12.19,Granite,Consolidated,,49.39057491
Dept Water - Pretoria,2528CC00742,Borehole,-25.95256,28.03444,10.05,12.19,42.67,Granite,Consolidated,,49.39057491
Dept Water - Pretoria,2528CC00741,Borehole,-25.95255,28.03443,6.09,0,0.91,SOIL,Unconsolidated,,49.38963526
Dept Water - Pretoria,2528CC00741,Borehole,-25.95255,28.03443,6.09,0.91,10.05,Granite,Consolidated,,49.38963526
Dept Water - Pretoria,2528CC00741,Borehole,-25.95255,28.03443,6.09,10.05,32,Granite,Consolidated,,49.38963526
Dept Water - Pretoria,2528CC00743,Borehole,-25.95254,28.03442,9.14,0,28.34,Granite,Consolidated,,49.38869564
Dept Water - Pretoria,2528CC00743,Borehole,-25.95254,28.03442,9.14,28.34,44.8,Granite,Consolidated,,49.38869564
Dept Water - Pretoria,2528CC00744,Borehole,-25.95253,28.03441,6.7,0,3.35,Diabase,Consolidated,,49.38775606
Dept Water - Pretoria,2528CC00744,Borehole,-25.95253,28.03441,6.7,3.35,25.29,Diabase,Consolidated,,49.38775606
Dept Water - Pretoria,2528CC00740,Borehole,-25.95252,28.0344,,0,23.46,Granite,Consolidated,,49.3868165
Dept Water - Pretoria,2528CC00740,Borehole,-25.95252,28.0344,,23.46,57.91,Granite,Consolidated,,49.3868165
Dept Water - Pretoria,2528CC00739,Borehole,-25.95251,28.03439,7.31,0,0.91,SOIL,Unconsolidated,,49.38587698
Dept Water - Pretoria,2528CC00739,Borehole,-25.95251,28.03439,7.31,0.91,6.09,Granite,Consolidated,,49.38587698
Dept Water - Pretoria,2528CC00739,Borehole,-25.95251,28.03439,7.31,6.09,28.04,Granite,Consolidated,,49.38587698
Dept Water - Pretoria,2528CC00676,Borehole,-25.95249,28.03438,20.11,0,41.45,Granite,Consolidated,,49.38383613
Dept Water - Pretoria,2528CC00820,Borehole,-25.94954,28.14502,,0,0.6,SOIL,Unconsolidated,,48.80124839
Dept Water - Pretoria,2528CC00820,Borehole,-25.94954,28.14502,,0.6,1.21,Sandstone,Consolidated,,48.80124839
Dept Water - Pretoria,2528CC00820,Borehole,-25.94954,28.14502,,1.21,5.18,Granite,Consolidated,,48.80124839
Dept Water - Pretoria,2528CC00820,Borehole,-25.94954,28.14502,,5.18,38.4,Granite,Consolidated,,48.80124839
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,0,1.52,SOIL,Unconsolidated,,48.80002426
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,1.52,28.95,Granite,Consolidated,,48.80002426
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,28.95,51.2,Diabase,Consolidated,,48.80002426
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,51.2,62.78,Granite,Consolidated,,48.80002426
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,62.78,69.79,Diabase,Consolidated,,48.80002426
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,69.79,77.57,Granite,Consolidated,,48.80002426
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,77.57,78.33,Diabase,Consolidated,,48.80002426
Dept Water - Pretoria,2528CC00819,Borehole,-25.94953,28.14501,2.13,78.33,80.31,Granite,Consolidated,,48.80002426
Dept Water - Pretoria,2528CC00818,Borehole,-25.94952,28.145,9.14,0,0.6,Sand,Unconsolidated,,48.79880015
Dept Water - Pretoria,2528CC00818,Borehole,-25.94952,28.145,9.14,0.6,22.86,Sandstone,Consolidated,,48.79880015
Dept Water - Pretoria,2528CC00818,Borehole,-25.94952,28.145,9.14,22.86,94.48,Sandstone,Consolidated,,48.79880015
Dept Water - Pretoria,2528CC00817,Borehole,-25.94951,28.14499,6.09,0,0.91,SOIL,Unconsolidated,,48.79757606
Dept Water - Pretoria,2528CC00817,Borehole,-25.94951,28.14499,6.09,0.91,15.24,Sandstone,Consolidated,,48.79757606
Dept Water - Pretoria,2528CC00817,Borehole,-25.94951,28.14499,6.09,15.24,43.58,Granite,Consolidated,,48.79757606
Dept Water - Pretoria,2528CC00084,Borehole,-25.94672,28.20471,10.76,,,,,,49.63442267
Dept Water - Pretoria,2528CC00084,Borehole,-25.94672,28.20471,11.14,,,,,,49.63442267
Dept Water - Pretoria,2528CC00123,Borehole,-25.94533,28.20499,,,,,,,49.49155074
Dept Water - Pretoria,2528CC00281,Borehole,-25.94533,28.20499,11.14,,,,,,49.49155074
Dept Water - Pretoria,2528CC00098,Borehole,-25.94422,28.2111,9.7,,,,,,49.53867018
Dept Water - Pretoria,2528CC00098,Borehole,-25.94422,28.2111,9.95,,,,,,49.53867018
Dept Water - Pretoria,2528CC00118,Borehole,-25.942,28.19248,,,,,,,48.8156076
Dept Water - Pretoria,2528CC00302,Borehole,-25.942,28.19249,,,,,,,48.81584518
Dept Water - Pretoria,2528CC00301,Borehole,-25.942,28.1925,,,,,,,48.81608278
Dept Water - Pretoria,2528CC00903,Borehole,-25.94123,28.22062,,0,9.14,Dolomite,Consolidated,,49.49621693
Dept Water - Pretoria,2528CC00903,Borehole,-25.94123,28.22062,,9.14,26.51,Dolomite,Consolidated,,49.49621693
Dept Water - Pretoria,2528CC00903,Borehole,-25.94123,28.22062,,26.51,76.8,Dolomite,Consolidated,,49.49621693
Dept Water - Pretoria,2528CC00904,Borehole,-25.94122,28.22061,12.19,0,8.22,SOIL,Unconsolidated,,49.49484151
Dept Water - Pretoria,2528CC00904,Borehole,-25.94122,28.22061,12.19,8.22,18.59,Dolomite,Consolidated,,49.49484151
Dept Water - Pretoria,2528CC00904,Borehole,-25.94122,28.22061,12.19,18.59,24.07,Diabase,Consolidated,,49.49484151
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,0,1.52,Dolomite,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,1.52,3.04,Dolomite,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,3.04,4.57,Chert,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,4.57,6.09,Dolomite,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,6.09,9.14,Dolomite,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,9.14,13.1,Chert,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,13.1,14.63,Dolomite,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,14.63,19.5,Dolomite,Consolidated,,49.4934661
Dept Water - Pretoria,2528CC00902,Borehole,-25.94121,28.2206,,19.5,25.9,Dolomite,Consolidated,Hard,49.4934661
Dept Water - Pretoria,2528CC00901,Borehole,-25.9412,28.22059,,0,1.52,Dolomite,Consolidated,,49.49209071
Dept Water - Pretoria,2528CC00901,Borehole,-25.9412,28.22059,,1.52,9.14,Chert,Consolidated,,49.49209071
Dept Water - Pretoria,2528CC00901,Borehole,-25.9412,28.22059,,9.14,18.28,Dolomite,Consolidated,,49.49209071
Dept Water - Pretoria,2528CC00901,Borehole,-25.9412,28.22059,,18.28,19.81,Dolomite,Consolidated,,49.49209071
Dept Water - Pretoria,2528CC00901,Borehole,-25.9412,28.22059,,19.81,25.9,Dolomite,Consolidated,,49.49209071
Dept Water - Pretoria,2528CC00901,Borehole,-25.9412,28.22059,,25.9,31.08,Dolomite,Consolidated,,49.49209071
Dept Water - Pretoria,2528CC00901,Borehole,-25.9412,28.22059,,31.08,32,Dolomite,Consolidated,,49.49209071
Dept Water - Pretoria,2528CC00900,Borehole,-25.94119,28.22058,,0,3.65,Dolomite,Consolidated,,49.49071532
Dept Water - Pretoria,2528CC00900,Borehole,-25.94119,28.22058,,3.65,15.24,Dolomite,Consolidated,Hard,49.49071532
Dept Water - Pretoria,2528CC00899,Borehole,-25.94118,28.22057,13.1,0,0.91,SOIL,Unconsolidated,,49.48933995
Dept Water - Pretoria,2528CC00899,Borehole,-25.94118,28.22057,13.1,0.91,6.09,Diabase,Consolidated,,49.48933995
Dept Water - Pretoria,2528CC00899,Borehole,-25.94118,28.22057,13.1,6.09,23.46,Diabase,Consolidated,,49.48933995
Dept Water - Pretoria,2528CC00898,Borehole,-25.94117,28.22056,,0,1.82,Clay,Unconsolidated,,49.48796459
Dept Water - Pretoria,2528CC00898,Borehole,-25.94117,28.22056,,1.82,3.04,Clay,Unconsolidated,,49.48796459
Dept Water - Pretoria,2528CC00898,Borehole,-25.94117,28.22056,,3.04,15.24,Dolomite,Consolidated,,49.48796459
Dept Water - Pretoria,2528CC00897,Borehole,-25.94116,28.22055,,0,5.48,SOIL,Unconsolidated,,49.48658924
Dept Water - Pretoria,2528CC00897,Borehole,-25.94116,28.22055,,5.48,47.24,Dolomite,Consolidated,,49.48658924
Dept Water - Pretoria,2528CC00897,Borehole,-25.94116,28.22055,,47.24,49.37,Granite,Consolidated,,49.48658924
Dept Water - Pretoria,2528CC00905,Borehole,-25.94115,28.22054,,0,1.52,SOIL,Unconsolidated,,49.48521391
Dept Water - Pretoria,2528CC00905,Borehole,-25.94115,28.22054,,1.52,9.14,Dolomite,Consolidated,,49.48521391
Dept Water - Pretoria,2528CC00905,Borehole,-25.94115,28.22054,,9.14,32,Clay,Unconsolidated,,49.48521391
Dept Water - Pretoria,2528CC00905,Borehole,-25.94115,28.22054,,32,36.57,Diabase,Consolidated,,49.48521391
Dept Water - Pretoria,2528CC00905,Borehole,-25.94115,28.22054,,36.57,38.1,Diabase,Consolidated,,49.48521391
Dept Water - Pretoria,2528CC00905,Borehole,-25.94115,28.22054,,38.1,45.72,Diabase,Consolidated,,49.48521391
Dept Water - Pretoria,2528CC00906,Borehole,-25.94114,28.22054,,0,1.82,Chert,Consolidated,,49.4841432
Dept Water - Pretoria,2528CC00906,Borehole,-25.94114,28.22054,,1.82,3.04,Clay,Unconsolidated,,49.4841432
Dept Water - Pretoria,2528CC00906,Borehole,-25.94114,28.22054,,3.04,15.24,Dolomite,Consolidated,,49.4841432
Dept Water - Pretoria,2528CC00907,Borehole,-25.94113,28.22053,,0,1.82,Chert,Consolidated,,49.48276787
Dept Water - Pretoria,2528CC00907,Borehole,-25.94113,28.22053,,1.82,15.24,Dolomite,Consolidated,,49.48276787
Dept Water - Pretoria,2528CC00908,Borehole,-25.94112,28.22052,,0,1.82,Chert,Consolidated,,49.48139255
Dept Water - Pretoria,2528CC00908,Borehole,-25.94112,28.22052,,1.82,3.04,Dolomite,Consolidated,,49.48139255
Dept Water - Pretoria,2528CC00908,Borehole,-25.94112,28.22052,,3.04,15.24,Dolomite,Consolidated,,49.48139255
Dept Water - Pretoria,2528CC00280,Borehole,-25.94061,28.23582,6.61,,,,,,49.92021307
Dept Water - Pretoria,2528CC00283,Borehole,-25.94005,28.23804,7.23,,,,,,49.93695562
Dept Water - Pretoria,2528CC00105,Borehole,-25.9395,28.1711,9.94,,,,,,48.08921036
Dept Water - Pretoria,2528CC00958,Borehole,-25.93949,28.19498,,,,,,,48.60315341
Dept Water - Pretoria,2528CC00122,Borehole,-25.93922,28.23693,,,,,,,49.81086898
Dept Water - Pretoria,2528CC00265,Borehole,-25.93922,28.23693,,,,,,,49.81086898
Dept Water - Pretoria,2528CC00276,Borehole,-25.93867,28.20638,5.61,,,,,,48.8095996
Dept Water - Pretoria,2528CC00199,Borehole,-25.93811,28.20665,5.61,,,,,,48.75655061
Dept Water - Pretoria,2528CC00199,Borehole,-25.93811,28.20665,6.4,,,,,,48.75655061
Dept Water - Pretoria,2528CC00279,Borehole,-25.937,28.24554,2.7,,,,,,49.88124673
Dept Water - Pretoria,2528CC00959,Spring,-25.93681,28.24461,,,,,,,49.82746278
Dept Water - Pretoria,2528CC00304,Borehole,-25.93589,28.17443,13.07,,,,,,47.75691606
Dept Water - Pretoria,2528CC00303,Borehole,-25.93589,28.17444,9.94,,,,,,47.75711207
Dept Water - Pretoria,2528CC00262,Borehole,-25.93561,28.23749,25.97,,,,,,49.44817311
Dept Water - Pretoria,2528CC00275,Borehole,-25.93478,28.20721,9.95,,,,,,48.41282248
Dept Water - Pretoria,2528CC00119,Borehole,-25.93477,28.20721,,,,,,,48.41174435
Dept Water - Pretoria,2528CC00220,Borehole,-25.93394,28.2461,11.46,,,,,,49.58005953
Dept Water - Pretoria,2528CC00220,Borehole,-25.93394,28.2461,12.3,,,,,,49.58005953
Dept Water - Pretoria,2528CD00161,Borehole,-25.93284,28.2536,,,,,,,49.74732931
Dept Water - Pretoria,2528CD00165,Borehole,-25.93284,28.2536,6.08,,,,,,49.74732931
Dept Water - Pretoria,2528CC00274,Borehole,-25.93255,28.23138,34.75,,,,,,48.9153024
Dept Water - Pretoria,2528CC00273,Borehole,-25.93172,28.22915,33.09,,,,,,48.75280795
Dept Water - Pretoria,2528CC00272,Borehole,-25.93117,28.23138,35.78,,,,,,48.76885144
Dept Water - Pretoria,2528CC00121,Borehole,-25.93089,28.2311,,,,,,,48.72971956
Dept Water - Pretoria,2528CC00271,Borehole,-25.93089,28.2311,,,,,,,48.72971956
Dept Water - Pretoria,2528CD00158,Borehole,-25.92895,28.25415,6.05,,,,,,49.3627006
Dept Water - Pretoria,2528CD00158,Borehole,-25.92895,28.25415,6.08,,,,,,49.3627006
Dept Water - Pretoria,2528CC00267,Borehole,-25.9287,28.22891,,,,,,,48.42394578
Dept Water - Pretoria,2528CC00264,Borehole,-25.92869,28.2289,,,,,,,48.42255075
Dept Water - Pretoria,2528CC00260,Borehole,-25.92868,28.22889,,,,,,,48.42115574
Dept Water - Pretoria,2528CC00270,Borehole,-25.92867,28.22027,15.5,,,,,,48.14202387
Dept Water - Pretoria,2528CC00259,Borehole,-25.92867,28.22888,,,,,,,48.41976073
Dept Water - Pretoria,2528CC00269,Borehole,-25.92867,28.22892,,,,,,,48.42109159
Dept Water - Pretoria,2528CC00277,Borehole,-25.92867,28.22893,,,,,,,48.42142436
Dept Water - Pretoria,2528CC00278,Borehole,-25.92867,28.22894,,,,,,,48.42175716
Dept Water - Pretoria,2528CC00120,Borehole,-25.92867,28.23998,,,,,,,48.80326947
Dept Water - Pretoria,2528CC00261,Borehole,-25.92867,28.23999,,,,,,,48.80362772
Dept Water - Pretoria,2528CC00192,Borehole,-25.92811,28.22194,13.34,,,,,,48.13476368
Dept Water - Pretoria,2528CC00192,Borehole,-25.92811,28.22194,15.9,,,,,,48.13476368
Dept Water - Pretoria,2528CC00198,Borehole,-25.92645,28.21999,12.01,,,,,,47.89609425
Dept Water - Pretoria,2528CC00198,Borehole,-25.92645,28.21999,15.05,,,,,,47.89609425
Dept Water - Pretoria,2528CC00106,Borehole,-25.92534,28.22527,32.73,,,,,,47.94668728
Dept Water - Pretoria,2528CC00197,Borehole,-25.92534,28.23277,,,,,,,48.19826099
Dept Water - Pretoria,2528CD00159,Borehole,-25.92534,28.27471,36.55,,,,,,49.83998765
Dept Water - Pretoria,2528CD00159,Borehole,-25.92534,28.27471,37.18,,,,,,49.83998765
Dept Water - Pretoria,2528CC00268,Borehole,-25.92505,28.22165,15.77,,,,,,47.79906614
Dept Water - Pretoria,2528CC00107,Borehole,-25.92367,28.2211,12.26,,,,,,47.63435484
Dept Water - Pretoria,2528CC00107,Borehole,-25.92367,28.2211,13.39,,,,,,47.63435484
Dept Water - Pretoria,2528CD00164,Borehole,-25.92339,28.26666,37.18,,,,,,49.29399213
Dept Water - Pretoria,2528CC00099,Borehole,-25.92311,28.21832,34.85,,,,,,47.48705041
Dept Water - Pretoria,2528CC00099,Borehole,-25.92311,28.21832,35.78,,,,,,47.48705041
Dept Water - Pretoria,2528CC00266,Borehole,-25.92283,28.22443,13.37,,,,,,47.65213617
Dept Water - Pretoria,2528CC00195,Borehole,-25.92256,28.18887,13.07,,,,,,46.61569008
Dept Water - Pretoria,2528CC00195,Borehole,-25.92256,28.18887,13.31,,,,,,46.61569008
Dept Water - Pretoria,2528CD00072,Borehole,-25.92146,28.26916,,,,,,,49.20176375
Dept Water - Pretoria,2528CC00095,Borehole,-25.92145,28.22499,,,,,,,47.5236654
Dept Water - Pretoria,2528CD00070,Borehole,-25.92145,28.26916,,,,,,,49.20073647
Dept Water - Pretoria,2528CD00071,Borehole,-25.92145,28.26917,,,,,,,49.20116532
Dept Water - Pretoria,2528CD00073,Borehole,-25.92145,28.26918,,,,,,,49.20159419
Dept Water - Pretoria,2528CD00156,Borehole,-25.92061,28.2661,,,,,,,48.98401044
Dept Water - Pretoria,2528CC00196,Borehole,-25.92034,28.2311,,,,,,,47.61145465
Dept Water - Pretoria,2528CD00163,Borehole,-25.91761,28.2661,60,,,,,,48.67526488
Dept Water - Pretoria,2528CD00266,Borehole,-25.91318,27.96633,,0,12.19,Boulders,Unconsolidated,,46.86682715
Dept Water - Pretoria,2528CD00266,Borehole,-25.91318,27.96633,,12.19,37.49,Quartzite,Consolidated,,46.86682715
Dept Water - Pretoria,2528CD00266,Borehole,-25.91318,27.96633,,37.49,37.79,Diabase,Consolidated,,46.86682715
Dept Water - Pretoria,2528CD00266,Borehole,-25.91318,27.96633,,37.79,43.89,Granite,Consolidated,,46.86682715
Dept Water - Pretoria,2528CD00270,Borehole,-25.91314,27.96632,12.19,0,1.21,SOIL,Unconsolidated,,46.86295144
Dept Water - Pretoria,2528CD00270,Borehole,-25.91314,27.96632,12.19,1.21,23.46,Granite,Consolidated,,46.86295144
Dept Water - Pretoria,2528CD00267,Borehole,-25.91314,27.96633,11.58,0,1.21,Sandstone,Consolidated,,46.86260087
Dept Water - Pretoria,2528CD00267,Borehole,-25.91314,27.96633,11.58,1.21,6.7,Sandstone,Consolidated,,46.86260087
Dept Water - Pretoria,2528CD00267,Borehole,-25.91314,27.96633,11.58,6.7,14.63,Boulders,Unconsolidated,,46.86260087
Dept Water - Pretoria,2528CD00267,Borehole,-25.91314,27.96633,11.58,14.63,21.94,Boulders,Unconsolidated,,46.86260087
Dept Water - Pretoria,2528CD00267,Borehole,-25.91314,27.96633,11.58,21.94,34.74,Quartzite,Consolidated,,46.86260087
Dept Water - Pretoria,2528CD00273,Borehole,-25.91314,27.96634,16.76,0,26.82,Diabase,Consolidated,,46.86225033
Dept Water - Pretoria,2528CD00269,Borehole,-25.91313,27.96638,,0,1.21,Quartzite,Consolidated,,46.8597918
Dept Water - Pretoria,2528CD00269,Borehole,-25.91313,27.96638,,1.21,5.18,Clay,Unconsolidated,,46.8597918
Dept Water - Pretoria,2528CD00269,Borehole,-25.91313,27.96638,,5.18,28.95,Clay,Unconsolidated,,46.8597918
Dept Water - Pretoria,2528CD00269,Borehole,-25.91313,27.96638,,28.95,30.17,Quartzite,Consolidated,,46.8597918
Dept Water - Pretoria,2528CD00272,Borehole,-25.91312,27.96636,,0,3.04,SOIL,Unconsolidated,,46.85943615
Dept Water - Pretoria,2528CD00272,Borehole,-25.91312,27.96636,,3.04,21.03,Diabase,Consolidated,,46.85943615
Dept Water - Pretoria,2528CD00268,Borehole,-25.91311,27.96635,9.14,0,3.65,SOIL,Unconsolidated,,46.85873009
Dept Water - Pretoria,2528CD00268,Borehole,-25.91311,27.96635,9.14,3.65,9.44,Sandstone,Consolidated,,46.85873009
Dept Water - Pretoria,2528CD00268,Borehole,-25.91311,27.96635,9.14,9.44,16.45,Shale,Consolidated,,46.85873009
Dept Water - Pretoria,2528CD00268,Borehole,-25.91311,27.96635,9.14,16.45,23.16,Shale,Consolidated,,46.85873009
Dept Water - Pretoria,2528CD00268,Borehole,-25.91311,27.96635,9.14,23.16,32,Shale,Consolidated,,46.85873009
Dept Water - Pretoria,2528CD00268,Borehole,-25.91311,27.96635,9.14,32,34.74,Shale,Consolidated,,46.85873009
Dept Water - Pretoria,2528CC00181,Borehole,-25.91228,28.19193,13.45,,,,,,45.57490895
Dept Water - Pretoria,2528CC00181,Borehole,-25.91228,28.19193,14.72,,,,,,45.57490895
Dept Water - Pretoria,2528CC00079,Borehole,-25.912,28.2411,36.72,,,,,,47.09183482
Dept Water - Pretoria,2528CC00225,Borehole,-25.91117,28.23304,10.09,,,,,,46.71029933
Dept Water - Pretoria,2528CC00225,Borehole,-25.91117,28.23304,10.21,,,,,,46.71029933
Dept Water - Pretoria,2528CC00080,Borehole,-25.91033,28.24387,47.82,,,,,,47.02172774
Dept Water - Pretoria,2528CC00180,Borehole,-25.90978,28.17832,25.24,,,,,,44.98177955
Dept Water - Pretoria,2528CC00180,Borehole,-25.90978,28.17832,25.7,,,,,,44.98177955
Dept Water - Pretoria,2528CC00128,Borehole,-25.90783,28.14221,7.1,,,,,,44.1513066
Dept Water - Pretoria,2528CC00224,Borehole,-25.907,28.23332,10.36,,,,,,46.28076196
Dept Water - Pretoria,2528CC00087,Borehole,-25.90617,28.2236,5.56,,,,,,45.85425187
Dept Water - Pretoria,2528CC00081,Borehole,-25.90589,28.2436,55.2,,,,,,46.54738833
Dept Water - Pretoria,2528CC00126,Borehole,-25.90478,28.1261,4.36,0,9,Sand,Unconsolidated,,43.6528785
Dept Water - Pretoria,2528CC00126,Borehole,-25.90478,28.1261,4.36,9,23,Dolomite,Consolidated,,43.6528785
Dept Water - Pretoria,2528CC00126,Borehole,-25.90478,28.1261,6.61,0,9,Sand,Unconsolidated,,43.6528785
Dept Water - Pretoria,2528CC00126,Borehole,-25.90478,28.1261,6.61,9,23,Dolomite,Consolidated,,43.6528785
Dept Water - Pretoria,2528CC00075,Borehole,-25.90478,28.23665,1.25,,,,,,46.16877185
Dept Water - Pretoria,2528CC00075,Borehole,-25.90478,28.23665,10.9,,,,,,46.16877185
Dept Water - Pretoria,2528CC00069,Borehole,-25.90394,28.19971,9,0,8,Gravel & Clay,Unconsolidated,,44.87998114
Dept Water - Pretoria,2528CC00069,Borehole,-25.90394,28.19971,9,8,112,Dolomite,Consolidated,,44.87998114
Dept Water - Pretoria,2528CC00179,Borehole,-25.90283,28.17388,20.41,,,,,,44.12730161
Dept Water - Pretoria,2528CC00179,Borehole,-25.90283,28.17388,21.62,,,,,,44.12730161
Dept Water - Pretoria,2528CA00090,Borehole,-25.9004,28.16643,,0,3,SOIL,Unconsolidated,,43.71146418
Dept Water - Pretoria,2528CA00090,Borehole,-25.9004,28.16643,,3,60,Dolomite,Consolidated,,43.71146418
Dept Water - Pretoria,2528CA00091,Borehole,-25.90039,28.16638,5,0,3,SOIL,Unconsolidated,,43.70941061
Dept Water - Pretoria,2528CA00091,Borehole,-25.90039,28.16638,5,3,7,SOIL,Unconsolidated,,43.70941061
Dept Water - Pretoria,2528CA00091,Borehole,-25.90039,28.16638,5,7,11,Quartzite,Consolidated,Hard,43.70941061
Dept Water - Pretoria,2528CA00091,Borehole,-25.90039,28.16638,5,11,17,SOIL,Unconsolidated,,43.70941061
Dept Water - Pretoria,2528CA00091,Borehole,-25.90039,28.16638,5,17,30,Dolomite,Consolidated,Hard,43.70941061
Dept Water - Pretoria,2528CA00092,Borehole,-25.90038,28.16644,,0,13,Granite,Consolidated,,43.70946243
Dept Water - Pretoria,2528CA00092,Borehole,-25.90038,28.16644,,13,84,Granite,Consolidated,,43.70946243
Dept Water - Pretoria,2528CA00094,Borehole,-25.90035,28.16645,5,0,3,SOIL,Unconsolidated,,43.70636414
Dept Water - Pretoria,2528CA00094,Borehole,-25.90035,28.16645,5,3,11,SOIL,Unconsolidated,,43.70636414
Dept Water - Pretoria,2528CA00094,Borehole,-25.90035,28.16645,5,11,23,Dolomite,Consolidated,,43.70636414
Dept Water - Pretoria,2528CA00094,Borehole,-25.90035,28.16645,5,23,25,Lava,Consolidated,Hard,43.70636414
Dept Water - Pretoria,2528CA00058,Borehole,-25.90034,28.16638,,0,3,SOIL,Unconsolidated,,43.70392744
Dept Water - Pretoria,2528CA00058,Borehole,-25.90034,28.16638,,3,66,Dolomite,Consolidated,,43.70392744
Dept Water - Pretoria,2528CC00132,Borehole,-25.90033,28.15804,18.68,,,,,,43.55284795
Dept Water - Pretoria,2528CC00132,Borehole,-25.90033,28.15804,19.76,,,,,,43.55284795
Dept Water - Pretoria,2528CA00061,Borehole,-25.90033,28.16642,,0,3,SOIL,Unconsolidated,,43.70359644
Dept Water - Pretoria,2528CA00061,Borehole,-25.90033,28.16642,,3,11,SOIL,Unconsolidated,,43.70359644
Dept Water - Pretoria,2528CA00061,Borehole,-25.90033,28.16642,,11,23,Dolomite,Consolidated,,43.70359644
Dept Water - Pretoria,2528CA00061,Borehole,-25.90033,28.16642,,23,25,Lava,Consolidated,Hard,43.70359644
Dept Water - Pretoria,2528CC00209,Borehole,-25.8995,28.19498,6.59,,,,,,44.27144173
Dept Water - Pretoria,2528CC00209,Borehole,-25.8995,28.19498,9.96,,,,,,44.27144173
Dept Water - Pretoria,2528CC00127,Borehole,-25.89922,28.12444,5.41,,,,,,43.02284363
Dept Water - Pretoria,2528CC00127,Borehole,-25.89922,28.12444,6.26,,,,,,43.02284363
Dept Water - Pretoria,2528CC00814,Borehole,-25.89866,28.01027,6.4,0,49.37,Granite,Consolidated,,43.9871413
Dept Water - Pretoria,2528CA00093,Borehole,-25.89836,28.16638,4,0,3,SOIL,Unconsolidated,,43.4868109
Dept Water - Pretoria,2528CA00093,Borehole,-25.89836,28.16638,4,3,42,Dolomite,Consolidated,,43.4868109
Dept Water - Pretoria,2528CC00130,Borehole,-25.89783,28.15054,8.74,,,,,,43.15864355
Dept Water - Pretoria,2528CC00130,Borehole,-25.89783,28.15054,9.07,,,,,,43.15864355
Dept Water - Pretoria,2528CC00077,Borehole,-25.89783,28.21916,30,0,31,Dolomite,Consolidated,,44.82018045
Dept Water - Pretoria,2528CC00077,Borehole,-25.89783,28.21916,30,31,144,Dolomite,Consolidated,,44.82018045
Dept Water - Pretoria,2528CC00729,Borehole,-25.89727,28.23415,10.66,0,10.97,Dolomite,Consolidated,,45.28778708
Dept Water - Pretoria,2528CC00729,Borehole,-25.89727,28.23415,10.66,10.97,76.2,Dolomite,Consolidated,,45.28778708
Dept Water - Pretoria,2528CC00210,Borehole,-25.89672,28.22249,29.74,,,,,,44.81468508
Dept Water - Pretoria,2528CC00809,Borehole,-25.89593,28.20198,31,0,100,Chert,Consolidated,,44.08230384
Dept Water - Pretoria,2528CC00763,Borehole,-25.89589,28.20194,64,0,10,SOIL,Unconsolidated,,44.07684555
Dept Water - Pretoria,2528CC00763,Borehole,-25.89589,28.20194,64,10,44,Clay,Unconsolidated,,44.07684555
Dept Water - Pretoria,2528CC00763,Borehole,-25.89589,28.20194,64,44,100,Dolomite,Consolidated,Hard,44.07684555
Dept Water - Pretoria,2528CC00762,Borehole,-25.89588,28.20193,,0,2,SOIL,Unconsolidated,,44.07548101
Dept Water - Pretoria,2528CC00762,Borehole,-25.89588,28.20193,,2,30,Clay,Unconsolidated,,44.07548101
Dept Water - Pretoria,2528CC00762,Borehole,-25.89588,28.20193,,30,34,Dolomite,Consolidated,Hard,44.07548101
Dept Water - Pretoria,2528CC00762,Borehole,-25.89588,28.20193,,34,40,Dolomite,Consolidated,,44.07548101
Dept Water - Pretoria,2528CC00762,Borehole,-25.89588,28.20193,,40,168,Dolomite,Consolidated,Hard,44.07548101
Dept Water - Pretoria,2528CC00068,Borehole,-25.89561,28.19971,,0,26,Gravel,Unconsolidated,,43.98275565
