DataOwner,Identifier,GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,HardnessQualifier,distance_km
Dept Water - Pretoria,2528AC00279,Borehole,-25.48453,28.15391,29.02,45,72,Granite,Consolidated,,6.925751506
Dept Water - Pretoria,2528AC00279,Borehole,-25.48453,28.15391,61.91,0,5,SOIL,Unconsolidated,,6.925751506
Dept Water - Pretoria,2528AC00279,Borehole,-25.48453,28.15391,61.91,5,45,Siltstone,Consolidated,,6.925751506
Dept Water - Pretoria,2528AC00279,Borehole,-25.48453,28.15391,61.91,45,72,Granite,Consolidated,,6.925751506
Dept Water - Pretoria,2528AC00143,Borehole,-25.48079,28.17054,26.21,0,1.52,SOIL,Unconsolidated,,8.771208656
Dept Water - Pretoria,2528AC00143,Borehole,-25.48079,28.17054,26.21,1.52,4.57,Granite,Consolidated,,8.771208656
Dept Water - Pretoria,2528AC00143,Borehole,-25.48079,28.17054,26.21,4.57,16.15,Diabase,Consolidated,,8.771208656
Dept Water - Pretoria,2528AC00143,Borehole,-25.48079,28.17054,26.21,16.15,24.38,Diabase,Consolidated,,8.771208656
Dept Water - Pretoria,2528AC00143,Borehole,-25.48079,28.17054,26.21,24.38,49.07,Granite,Consolidated,,8.771208656
Dept Water - Pretoria,2528AD00050,Borehole,-25.47425,28.27638,5.79,0,0.91,SOIL,Unconsolidated,,20.23684201
Dept Water - Pretoria,2528AD00050,Borehole,-25.47425,28.27638,5.79,0.91,15.85,Granite,Consolidated,,20.23684201
Dept Water - Pretoria,2528AD00050,Borehole,-25.47425,28.27638,5.79,15.85,22.86,Granite,Consolidated,,20.23684201
Dept Water - Pretoria,2528AD00049,Borehole,-25.47424,28.27638,7.01,0,0.91,SOIL,Unconsolidated,,20.23708291
Dept Water - Pretoria,2528AD00049,Borehole,-25.47424,28.27638,7.01,0.91,15.24,Granite,Consolidated,,20.23708291
Dept Water - Pretoria,2528AD00049,Borehole,-25.47424,28.27638,7.01,15.24,28.04,Granite,Consolidated,,20.23708291
Dept Water - Pretoria,2528AD00048,Borehole,-25.47423,28.27638,5.49,0,0.91,SOIL,Unconsolidated,,20.23732388
Dept Water - Pretoria,2528AD00048,Borehole,-25.47423,28.27638,5.49,0.91,14.63,Granite,Consolidated,,20.23732388
Dept Water - Pretoria,2528AD00048,Borehole,-25.47423,28.27638,5.49,14.63,27.43,Granite,Consolidated,,20.23732388
Dept Water - Pretoria,2528AC00139,Borehole,-25.47422,28.11082,13.41,0,1.83,SOIL,Unconsolidated,,4.578812157
Dept Water - Pretoria,2528AC00139,Borehole,-25.47422,28.11082,13.41,1.83,44.81,Granite,Consolidated,,4.578812157
Dept Water - Pretoria,2528AC00139,Borehole,-25.47422,28.11082,13.41,44.81,46.94,Granite,Consolidated,,4.578812157
Dept Water - Pretoria,2528AC00139,Borehole,-25.47422,28.11082,13.41,46.94,55.17,Granite,Consolidated,,4.578812157
Dept Water - Pretoria,2528AC00139,Borehole,-25.47422,28.11082,13.41,55.17,56.69,Diabase,Consolidated,,4.578812157
Dept Water - Pretoria,2528AC00139,Borehole,-25.47422,28.11082,13.41,56.69,91.74,Granite,Consolidated,,4.578812157
Dept Water - Pretoria,2528AC00140,Borehole,-25.47422,28.11083,9.14,0,1.22,Sand,Unconsolidated,,4.579134967
Dept Water - Pretoria,2528AC00140,Borehole,-25.47422,28.11083,9.14,1.22,6.1,Grit,Unconsolidated,,4.579134967
Dept Water - Pretoria,2528AC00140,Borehole,-25.47422,28.11083,9.14,6.1,80.47,Granite,Consolidated,,4.579134967
Dept Water - Pretoria,2528AC00141,Borehole,-25.47422,28.11084,24.38,0,0.61,SOIL,Unconsolidated,,4.579458024
Dept Water - Pretoria,2528AC00141,Borehole,-25.47422,28.11084,24.38,0.61,70.1,Granite,Consolidated,,4.579458024
Dept Water - Pretoria,2528AC00141,Borehole,-25.47422,28.11084,24.38,70.1,71.63,Diabase,Consolidated,,4.579458024
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,0,0.3,SOIL,Unconsolidated,,20.2375649
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,0.3,5.18,Granite,Consolidated,,20.2375649
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,5.18,7.92,Shale,Consolidated,,20.2375649
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,7.92,12.8,Granite,Consolidated,,20.2375649
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,12.8,16.46,Granite,Consolidated,,20.2375649
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,16.46,48.46,Dolerite,Consolidated,,20.2375649
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,48.46,50.9,Granite,Consolidated,,20.2375649
Dept Water - Pretoria,2528AD00047,Borehole,-25.47422,28.27638,12.5,50.9,53.34,Granite,Consolidated,,20.2375649
Dept Water - Pretoria,2528AC00283,Borehole,-25.46811,28.09193,2,,,,,,5.121452802
Dept Water - Pretoria,2528AC00283,Borehole,-25.46811,28.09193,24,,,,,,5.121452802
Dept Water - Pretoria,2528AC00121,Borehole,-25.46565,28.01086,16.15,0,49.37,Granite,Consolidated,,11.15889219
Dept Water - Pretoria,2528AC00121,Borehole,-25.46565,28.01086,16.15,49.37,83.82,Granite,Consolidated,,11.15889219
Dept Water - Pretoria,2528AC00119,Borehole,-25.46563,28.01084,,0,33.22,Granite,Consolidated,,11.16191223
Dept Water - Pretoria,2528AC00119,Borehole,-25.46563,28.01084,,33.22,47.85,Granite,Consolidated,,11.16191223
Dept Water - Pretoria,2528AC00118,Borehole,-25.46562,28.01083,17.67,0,29.26,Granite,Consolidated,,11.16342228
Dept Water - Pretoria,2528AC00118,Borehole,-25.46562,28.01083,17.67,29.26,103.63,Granite,Consolidated,,11.16342228
Dept Water - Pretoria,2528AC00117,Borehole,-25.46561,28.01082,18.9,0,0.6,SOIL,Unconsolidated,,11.16493234
Dept Water - Pretoria,2528AC00117,Borehole,-25.46561,28.01082,18.9,0.6,6.4,Sandstone,Consolidated,,11.16493234
Dept Water - Pretoria,2528AC00117,Borehole,-25.46561,28.01082,18.9,6.4,28.34,Granite,Consolidated,,11.16493234
Dept Water - Pretoria,2528AC00117,Borehole,-25.46561,28.01082,18.9,28.34,51.81,Granite,Consolidated,,11.16493234
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,0,2,SOIL,Unconsolidated,,12.68145387
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,2,7,Granite,Consolidated,,12.68145387
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,7,15,Granite,Consolidated,,12.68145387
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,15,21,Dolerite,Consolidated,,12.68145387
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,21,31,Dolerite,Consolidated,,12.68145387
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,31,34,Granite,Consolidated,,12.68145387
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,34,37,Granite,Consolidated,,12.68145387
Dept Water - Pretoria,2527BD00025,Borehole,-25.46283,27.99691,,37,40,Granite,Consolidated,,12.68145387
Dept Water - Pretoria,2528AC00123,Borehole,-25.46067,28.01088,16.45,0,2.13,SOIL,Unconsolidated,,11.4324585
Dept Water - Pretoria,2528AC00123,Borehole,-25.46067,28.01088,16.45,2.13,13.1,Granite,Consolidated,,11.4324585
Dept Water - Pretoria,2528AC00123,Borehole,-25.46067,28.01088,16.45,13.1,59.13,Granite,Consolidated,,11.4324585
Dept Water - Pretoria,2528AC00122,Borehole,-25.46066,28.01087,15.24,0,22.86,Granite,Consolidated,,11.43398614
Dept Water - Pretoria,2528AC00122,Borehole,-25.46066,28.01087,15.24,22.86,28.95,Granite,Consolidated,,11.43398614
Dept Water - Pretoria,2528AC00120,Borehole,-25.46064,28.01085,,0,3.04,SOIL,Unconsolidated,,11.43704146
Dept Water - Pretoria,2528AC00120,Borehole,-25.46064,28.01085,,3.04,67.36,Granite,Consolidated,,11.43704146
Dept Water - Pretoria,2527BD00024,Borehole,-25.46005,27.98997,,0,2,SOIL,Unconsolidated,,13.51114583
Dept Water - Pretoria,2527BD00024,Borehole,-25.46005,27.98997,,2,18,Granite,Consolidated,,13.51114583
Dept Water - Pretoria,2527BD00024,Borehole,-25.46005,27.98997,,18,29,Granite,Consolidated,,13.51114583
Dept Water - Pretoria,2527BD00024,Borehole,-25.46005,27.98997,,29,31,Granite,Consolidated,,13.51114583
Dept Water - Pretoria,2527BD00024,Borehole,-25.46005,27.98997,,31,48,Granite,Consolidated,,13.51114583
Dept Water - Pretoria,2527BD00024,Borehole,-25.46005,27.98997,,48,61,Granite,Consolidated,,13.51114583
Dept Water - Pretoria,2527BD00035,Borehole,-25.45644,27.99552,,0,2,SOIL,Unconsolidated,,13.14918204
Dept Water - Pretoria,2527BD00035,Borehole,-25.45644,27.99552,,2,7,Granite,Consolidated,,13.14918204
Dept Water - Pretoria,2527BD00035,Borehole,-25.45644,27.99552,,7,11,Dolerite,Consolidated,,13.14918204
Dept Water - Pretoria,2527BD00035,Borehole,-25.45644,27.99552,,11,12,Dolerite,Consolidated,,13.14918204
Dept Water - Pretoria,2527BD00035,Borehole,-25.45644,27.99552,,12,15,Granite,Consolidated,,13.14918204
Dept Water - Pretoria,2527BD00035,Borehole,-25.45644,27.99552,,15,121,Granite,Consolidated,,13.14918204
Dept Water - Pretoria,2527BD00089,Borehole,-25.45089,27.99089,4.01,0,4,SOIL,Unconsolidated,,13.9022148
Dept Water - Pretoria,2527BD00089,Borehole,-25.45089,27.99089,4.01,4,6,Alluvium,Unconsolidated,,13.9022148
Dept Water - Pretoria,2527BD00089,Borehole,-25.45089,27.99089,4.01,6,14,Granite,Consolidated,,13.9022148
Dept Water - Pretoria,2527BD00089,Borehole,-25.45089,27.99089,4.01,14,23,Granite,Consolidated,,13.9022148
Dept Water - Pretoria,2527BD00089,Borehole,-25.45089,27.99089,4.01,23,31,Granite,Consolidated,,13.9022148
Dept Water - Pretoria,2527BD00089,Borehole,-25.45089,27.99089,4.01,31,51,Granite,Consolidated,,13.9022148
Dept Water - Pretoria,2528AC00284,Borehole,-25.45088,28.10082,6,0,2,SOIL,Unconsolidated,,6.983713557
Dept Water - Pretoria,2528AC00284,Borehole,-25.45088,28.10082,6,2,44,Granite,Consolidated,,6.983713557
Dept Water - Pretoria,2528AC00284,Borehole,-25.45088,28.10082,6,44,78,Granite,Consolidated,Hard,6.983713557
Dept Water - Pretoria,2528AC00284,Borehole,-25.45088,28.10082,38,0,2,SOIL,Unconsolidated,,6.983713557
Dept Water - Pretoria,2528AC00284,Borehole,-25.45088,28.10082,38,2,44,Granite,Consolidated,,6.983713557
Dept Water - Pretoria,2528AC00284,Borehole,-25.45088,28.10082,38,44,78,Granite,Consolidated,Hard,6.983713557
Dept Water - Pretoria,2528AC00154,Borehole,-25.44902,28.06618,,0,4,SOIL,Unconsolidated,,8.057576944
Dept Water - Pretoria,2528AC00154,Borehole,-25.44902,28.06618,,4,21,Granite,Consolidated,,8.057576944
Dept Water - Pretoria,2528AC00154,Borehole,-25.44902,28.06618,,21,44,Granite,Consolidated,,8.057576944
Dept Water - Pretoria,2528AC00154,Borehole,-25.44902,28.06618,,44,85,Granite,Consolidated,,8.057576944
Dept Water - Pretoria,2527BD00088,Borehole,-25.44483,27.98687,5.48,0,1,SOIL,Unconsolidated,,14.63230845
Dept Water - Pretoria,2527BD00088,Borehole,-25.44483,27.98687,5.48,1,15,Granite,Consolidated,,14.63230845
Dept Water - Pretoria,2527BD00088,Borehole,-25.44483,27.98687,5.48,15,39,Granite,Consolidated,,14.63230845
Dept Water - Pretoria,2527BD00088,Borehole,-25.44483,27.98687,5.48,39,53,Granite,Consolidated,,14.63230845
Dept Water - Pretoria,2527BD00088,Borehole,-25.44483,27.98687,5.48,53,71,Granite,Consolidated,,14.63230845
Dept Water - Pretoria,2528AC00046,Borehole,-25.44148,28.22864,,0,0.6,SOIL,Unconsolidated,,16.52362373
Dept Water - Pretoria,2528AC00046,Borehole,-25.44148,28.22864,,0.6,51.2,Granite,Consolidated,,16.52362373
Dept Water - Pretoria,2528AC00052,Borehole,-25.44148,28.22864,12.19,0,3.04,SOIL,Unconsolidated,,16.52362373
Dept Water - Pretoria,2528AC00052,Borehole,-25.44148,28.22864,12.19,3.04,8.83,Granite,Consolidated,,16.52362373
Dept Water - Pretoria,2528AC00052,Borehole,-25.44148,28.22864,12.19,8.83,31.39,Granite,Consolidated,,16.52362373
Dept Water - Pretoria,2528AC00052,Borehole,-25.44148,28.22864,12.19,31.39,31.69,Shale,Consolidated,,16.52362373
Dept Water - Pretoria,2528AC00052,Borehole,-25.44148,28.22864,12.19,31.69,33.22,Granite,Consolidated,,16.52362373
Dept Water - Pretoria,2528AC00051,Borehole,-25.44147,28.22863,,0,2.74,SOIL,Unconsolidated,,16.52319154
Dept Water - Pretoria,2528AC00051,Borehole,-25.44147,28.22863,,2.74,14.93,Granite,Consolidated,,16.52319154
Dept Water - Pretoria,2528AC00050,Borehole,-25.44146,28.22862,12.8,0,1.82,SOIL,Unconsolidated,,16.52275949
Dept Water - Pretoria,2528AC00050,Borehole,-25.44146,28.22862,12.8,1.82,43.28,Granite,Consolidated,,16.52275949
Dept Water - Pretoria,2528AC00050,Borehole,-25.44146,28.22862,12.8,43.28,76.5,Diabase,Consolidated,,16.52275949
Dept Water - Pretoria,2528AC00049,Borehole,-25.44145,28.22861,,0,4.57,SOIL,Unconsolidated,,16.52232758
Dept Water - Pretoria,2528AC00049,Borehole,-25.44145,28.22861,,4.57,5.48,Granite,Consolidated,,16.52232758
Dept Water - Pretoria,2528AC00049,Borehole,-25.44145,28.22861,,5.48,13.71,Granite,Consolidated,,16.52232758
Dept Water - Pretoria,2528AC00048,Borehole,-25.44144,28.2286,1.52,0,3.04,Granite,Consolidated,,16.52189581
Dept Water - Pretoria,2528AC00048,Borehole,-25.44144,28.2286,1.52,3.04,51.05,Granite,Consolidated,,16.52189581
Dept Water - Pretoria,2528AC00053,Borehole,-25.44143,28.22859,7.62,0,6.7,Granite,Consolidated,,16.52146418
Dept Water - Pretoria,2528AC00053,Borehole,-25.44143,28.22859,7.62,6.7,31.39,Granite,Consolidated,,16.52146418
Dept Water - Pretoria,2528AC00054,Borehole,-25.44142,28.22858,,0,6.09,Granite,Consolidated,,16.52103268
Dept Water - Pretoria,2528AC00054,Borehole,-25.44142,28.22858,,6.09,27.73,Granite,Consolidated,,16.52103268
Dept Water - Pretoria,2528AC00055,Borehole,-25.44141,28.22857,,0,0.91,SOIL,Unconsolidated,,16.52060133
Dept Water - Pretoria,2528AC00055,Borehole,-25.44141,28.22857,,0.91,66.14,Granite,Consolidated,,16.52060133
Dept Water - Pretoria,2528AC00056,Borehole,-25.44139,28.22855,3.96,0,1.52,SOIL,Unconsolidated,,16.51973903
Dept Water - Pretoria,2528AC00056,Borehole,-25.44139,28.22855,3.96,1.52,7.62,Clay,Unconsolidated,,16.51973903
Dept Water - Pretoria,2528AC00056,Borehole,-25.44139,28.22855,3.96,7.62,16.76,Granite,Consolidated,,16.51973903
Dept Water - Pretoria,2528AC00056,Borehole,-25.44139,28.22855,3.96,16.76,30.78,Granite,Consolidated,,16.51973903
Dept Water - Pretoria,2528AC00047,Borehole,-25.44123,28.22815,3.66,0,112.16,Granite,Consolidated,,16.48954296
Dept Water - Pretoria,2527BD00095,Borehole,-25.44075,27.98932,,0,1,Calcrete,Consolidated,,14.64702257
Dept Water - Pretoria,2527BD00095,Borehole,-25.44075,27.98932,,1,14,Granite,Consolidated,,14.64702257
Dept Water - Pretoria,2527BD00095,Borehole,-25.44075,27.98932,,14,26,Granite,Consolidated,,14.64702257
Dept Water - Pretoria,2527BD00095,Borehole,-25.44075,27.98932,,26,52,Granite,Consolidated,,14.64702257
Dept Water - Pretoria,2527BD00095,Borehole,-25.44075,27.98932,,52,70,Granite,Consolidated,,14.64702257
Dept Water - Pretoria,2527BD00077,Borehole,-25.44071,27.98136,15.84,0,3,SOIL,Unconsolidated,,15.39514055
Dept Water - Pretoria,2527BD00077,Borehole,-25.44071,27.98136,15.84,3,8,Granite,Consolidated,,15.39514055
Dept Water - Pretoria,2527BD00077,Borehole,-25.44071,27.98136,15.84,8,29,Granite,Consolidated,,15.39514055
Dept Water - Pretoria,2527BD00077,Borehole,-25.44071,27.98136,15.84,29,30,Granite,Consolidated,,15.39514055
Dept Water - Pretoria,2527BD00077,Borehole,-25.44071,27.98136,15.84,30,36,Granite,Consolidated,,15.39514055
Dept Water - Pretoria,2527BD00077,Borehole,-25.44071,27.98136,15.84,36,51.4,Granite,Consolidated,,15.39514055
Dept Water - Pretoria,2528AC00037,Borehole,-25.44045,28.22837,4,0,2,SOIL,Unconsolidated,,16.55344953
Dept Water - Pretoria,2528AC00037,Borehole,-25.44045,28.22837,4,2,47,Granite,Consolidated,,16.55344953
Dept Water - Pretoria,2528AC00036,Borehole,-25.44044,28.22836,,0,6.09,Granite,Consolidated,,16.55302785
Dept Water - Pretoria,2528AC00036,Borehole,-25.44044,28.22836,,6.09,66.14,Granite,Consolidated,,16.55302785
Dept Water - Pretoria,2528AC00035,Borehole,-25.44043,28.22835,14.02,0,15.24,Clay,Unconsolidated,,16.55260631
Dept Water - Pretoria,2528AC00035,Borehole,-25.44043,28.22835,14.02,15.24,39.01,Granite,Consolidated,,16.55260631
Dept Water - Pretoria,2528AC00035,Borehole,-25.44043,28.22835,14.02,39.01,61.56,Granite,Consolidated,,16.55260631
Dept Water - Pretoria,2528AC00034,Borehole,-25.44042,28.22834,21.34,0,9.75,Granite,Consolidated,,16.55218491
Dept Water - Pretoria,2528AC00034,Borehole,-25.44042,28.22834,21.34,9.75,170.99,Granite,Consolidated,,16.55218491
Dept Water - Pretoria,2528AC00033,Borehole,-25.44041,28.22833,21.95,0,13.41,Granite,Consolidated,,16.55176365
Dept Water - Pretoria,2528AC00033,Borehole,-25.44041,28.22833,21.95,13.41,154.83,Granite,Consolidated,,16.55176365
Dept Water - Pretoria,2528AC00032,Borehole,-25.4404,28.22832,26.82,0,7.31,Granite,Consolidated,,16.55134253
Dept Water - Pretoria,2528AC00032,Borehole,-25.4404,28.22832,26.82,7.31,62.17,Granite,Consolidated,,16.55134253
Dept Water - Pretoria,2528AC00031,Borehole,-25.44039,28.22831,12.19,0,12.19,Clay,Unconsolidated,,16.55092155
Dept Water - Pretoria,2528AC00031,Borehole,-25.44039,28.22831,12.19,12.19,35.66,Granite,Consolidated,,16.55092155
Dept Water - Pretoria,2528AC00031,Borehole,-25.44039,28.22831,12.19,35.66,56.69,Gravel,Unconsolidated,,16.55092155
Dept Water - Pretoria,2528AC00030,Borehole,-25.44038,28.2283,18.9,0,0.6,SOIL,Unconsolidated,,16.55050071
Dept Water - Pretoria,2528AC00030,Borehole,-25.44038,28.2283,18.9,0.6,44.5,Granite,Consolidated,,16.55050071
Dept Water - Pretoria,2528AC00030,Borehole,-25.44038,28.2283,18.9,44.5,55.16,Diabase,Consolidated,,16.55050071
Dept Water - Pretoria,2528AC00029,Borehole,-25.44037,28.22829,5.48,,,,,,16.55008
Dept Water - Pretoria,2528AC00028,Borehole,-25.44036,28.22828,17.06,0,0.91,SOIL,Unconsolidated,,16.54965944
Dept Water - Pretoria,2528AC00028,Borehole,-25.44036,28.22828,17.06,0.91,1.52,Boulders,Unconsolidated,,16.54965944
Dept Water - Pretoria,2528AC00028,Borehole,-25.44036,28.22828,17.06,1.52,51.51,Granite,Consolidated,,16.54965944
Dept Water - Pretoria,2528AC00027,Borehole,-25.44035,28.22827,10,0,3,Clay,Unconsolidated,,16.54923901
Dept Water - Pretoria,2528AC00027,Borehole,-25.44035,28.22827,10,3,65,Granite,Consolidated,,16.54923901
Dept Water - Pretoria,2528AC00027,Borehole,-25.44035,28.22827,10,65,91,Granite,Consolidated,Hard,16.54923901
Dept Water - Pretoria,2528AC00026,Borehole,-25.44034,28.22826,10,0,10,Clay,Unconsolidated,,16.54881873
Dept Water - Pretoria,2528AC00026,Borehole,-25.44034,28.22826,10,10,80,Granite,Consolidated,,16.54881873
Dept Water - Pretoria,2528AC00025,Borehole,-25.44033,28.22825,11.28,0,1.52,SOIL,Unconsolidated,,16.54839858
Dept Water - Pretoria,2528AC00025,Borehole,-25.44033,28.22825,11.28,1.52,18.28,Granite,Consolidated,,16.54839858
Dept Water - Pretoria,2528AC00025,Borehole,-25.44033,28.22825,11.28,18.28,43.89,Granite,Consolidated,,16.54839858
Dept Water - Pretoria,2528AC00038,Borehole,-25.44032,28.22824,,0,4,Clay,Unconsolidated,,16.54797857
Dept Water - Pretoria,2528AC00038,Borehole,-25.44032,28.22824,,4,42,Granite,Consolidated,Hard,16.54797857
Dept Water - Pretoria,2528AC00039,Borehole,-25.44031,28.22823,,0,5,Clay,Unconsolidated,,16.5475587
Dept Water - Pretoria,2528AC00039,Borehole,-25.44031,28.22823,,5,27,Granite,Consolidated,Hard,16.5475587
Dept Water - Pretoria,2528AC00040,Borehole,-25.4403,28.22822,8.22,0,6.7,Granite,Consolidated,,16.54713897
Dept Water - Pretoria,2528AC00040,Borehole,-25.4403,28.22822,8.22,6.7,47.24,Granite,Consolidated,,16.54713897
Dept Water - Pretoria,2528AC00041,Borehole,-25.44029,28.22821,9.14,0,3.65,Granite,Consolidated,,16.54671938
Dept Water - Pretoria,2528AC00041,Borehole,-25.44029,28.22821,9.14,3.65,69.79,Granite,Consolidated,,16.54671938
Dept Water - Pretoria,2528AC00042,Borehole,-25.44028,28.2282,3.66,0,1.21,SOIL,Unconsolidated,,16.54629993
Dept Water - Pretoria,2528AC00042,Borehole,-25.44028,28.2282,3.66,1.21,46.32,Granite,Consolidated,,16.54629993
Dept Water - Pretoria,2528AC00043,Borehole,-25.44026,28.22818,7.62,0,12.8,SOIL,Unconsolidated,,16.54546144
Dept Water - Pretoria,2528AC00043,Borehole,-25.44026,28.22818,7.62,12.8,17.98,Granite,Consolidated,,16.54546144
Dept Water - Pretoria,2528AC00044,Borehole,-25.44025,28.22817,12,0,3,SOIL,Unconsolidated,,16.54504241
Dept Water - Pretoria,2528AC00044,Borehole,-25.44025,28.22817,12,3,61,Granite,Consolidated,,16.54504241
Dept Water - Pretoria,2528AC00045,Borehole,-25.44024,28.22816,12,0,3,SOIL,Unconsolidated,,16.54462351
Dept Water - Pretoria,2528AC00045,Borehole,-25.44024,28.22816,12,3,55,Granite,Consolidated,,16.54462351
Dept Water - Pretoria,2528CD00254,Borehole,-25.43981,28.26021,53,0,4,SOIL,Unconsolidated,,19.74629233
Dept Water - Pretoria,2528CD00254,Borehole,-25.43981,28.26021,53,4,100,Felsite,Consolidated,,19.74629233
Dept Water - Pretoria,2528CD00254,Borehole,-25.43981,28.26021,53,100,170,Felsite,Consolidated,Hard,19.74629233
Dept Water - Pretoria,2528CD00217,Borehole,-25.43977,28.26027,99,0,6,SOIL,Unconsolidated,,19.75421845
Dept Water - Pretoria,2528CD00217,Borehole,-25.43977,28.26027,99,6,162,Granite,Consolidated,,19.75421845
Dept Water - Pretoria,2528CD00217,Borehole,-25.43977,28.26027,99,162,183,Granite,Consolidated,Hard,19.75421845
Dept Water - Pretoria,2528AC00170,Borehole,-25.43895,28.04464,5.61,0,3,SOIL,Unconsolidated,,10.27185932
Dept Water - Pretoria,2528AC00170,Borehole,-25.43895,28.04464,5.61,3,12,Granite,Consolidated,,10.27185932
Dept Water - Pretoria,2528AC00170,Borehole,-25.43895,28.04464,5.61,12,27,Granite,Consolidated,,10.27185932
Dept Water - Pretoria,2528AC00170,Borehole,-25.43895,28.04464,5.61,27,57,Granite,Consolidated,,10.27185932
Dept Water - Pretoria,2528AC00170,Borehole,-25.43895,28.04464,5.61,57,79,Granite,Consolidated,,10.27185932
Dept Water - Pretoria,2528CD00225,Borehole,-25.4382,28.26632,2.43,0,11.58,Granite,Consolidated,,20.4397313
Dept Water - Pretoria,2528CD00225,Borehole,-25.4382,28.26632,2.43,11.58,35.35,Granite,Consolidated,,20.4397313
Dept Water - Pretoria,2528AC00006,Borehole,-25.43812,28.16638,15,0,12,SOIL,Unconsolidated,,11.26978106
Dept Water - Pretoria,2528AC00006,Borehole,-25.43812,28.16638,15,12,114,Granite,Consolidated,Hard,11.26978106
Dept Water - Pretoria,2528AC00004,Borehole,-25.43811,28.16638,30,0,5,SOIL,Unconsolidated,,11.2706109
Dept Water - Pretoria,2528AC00004,Borehole,-25.43811,28.16638,30,5,120,Granite,Consolidated,Hard,11.2706109
Dept Water - Pretoria,2528AC00005,Borehole,-25.43811,28.16639,10,0,4,SOIL,Unconsolidated,,11.27135292
Dept Water - Pretoria,2528AC00005,Borehole,-25.43811,28.16639,10,4,108,Granite,Consolidated,Hard,11.27135292
Dept Water - Pretoria,2528CD00224,Borehole,-25.43811,28.26637,,0,21.64,Clay,Unconsolidated,,20.44892112
Dept Water - Pretoria,2528CD00224,Borehole,-25.43811,28.26637,,21.64,30.17,Dolomite,Consolidated,,20.44892112
Dept Water - Pretoria,2528AC00171,Borehole,-25.4372,28.01856,10.9,0,1,SOIL,Unconsolidated,,12.34039042
Dept Water - Pretoria,2528AC00171,Borehole,-25.4372,28.01856,10.9,1,36,Granite,Consolidated,,12.34039042
Dept Water - Pretoria,2528AC00171,Borehole,-25.4372,28.01856,10.9,36,56,Granite,Consolidated,,12.34039042
Dept Water - Pretoria,2528AC00171,Borehole,-25.4372,28.01856,10.9,56,71,Granite,Consolidated,,12.34039042
Dept Water - Pretoria,2528AC00288,Borehole,-25.43539,28.07535,,,,,,,9.090881961
Dept Water - Pretoria,2528AC00285,Borehole,-25.43505,28.10054,2,0,3,SOIL,Unconsolidated,,8.744540463
Dept Water - Pretoria,2528AC00285,Borehole,-25.43505,28.10054,2,3,10,Granite,Consolidated,,8.744540463
Dept Water - Pretoria,2528AC00285,Borehole,-25.43505,28.10054,2,10,72,Granite,Consolidated,,8.744540463
Dept Water - Pretoria,2528AC00168,Borehole,-25.43493,28.05088,,0,3,SOIL,Unconsolidated,,10.25860678
Dept Water - Pretoria,2528AC00168,Borehole,-25.43493,28.05088,,3,18,Granite,Consolidated,,10.25860678
Dept Water - Pretoria,2528AC00168,Borehole,-25.43493,28.05088,,18,37,Granite,Consolidated,,10.25860678
Dept Water - Pretoria,2528AC00168,Borehole,-25.43493,28.05088,,37,84,Granite,Consolidated,,10.25860678
Dept Water - Pretoria,2528AC00292,Borehole,-25.43394,28.0236,,0,5,Quartzite,Consolidated,,12.20116131
Dept Water - Pretoria,2528AC00292,Borehole,-25.43394,28.0236,,5,25,Quartzite,Consolidated,,12.20116131
Dept Water - Pretoria,2528AC00292,Borehole,-25.43394,28.0236,,25,32,Dolerite,Consolidated,,12.20116131
Dept Water - Pretoria,2528AC00292,Borehole,-25.43394,28.0236,,32,61,Granite,Consolidated,,12.20116131
Dept Water - Pretoria,2528AC00292,Borehole,-25.43394,28.0236,,61,64,Granite,Consolidated,,12.20116131
Dept Water - Pretoria,2528AC00292,Borehole,-25.43394,28.0236,,64,81,Granite,Consolidated,,12.20116131
Dept Water - Pretoria,2528AC00292,Borehole,-25.43394,28.0236,,81,120,Granite,Consolidated,Hard,12.20116131
Dept Water - Pretoria,2527BD00096,Borehole,-25.43314,27.97956,3.55,0,1,SOIL,Unconsolidated,,16.0211404
Dept Water - Pretoria,2527BD00096,Borehole,-25.43314,27.97956,3.55,1,5,Granite,Consolidated,,16.0211404
Dept Water - Pretoria,2527BD00096,Borehole,-25.43314,27.97956,3.55,5,20,Granite,Consolidated,,16.0211404
