DataOwner,Identifier,GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,HardnessQualifier,distance_km
Dept Water - Pretoria,2528CA00422,Borehole,-25.73567,28.09338,,0,5.48,SOIL,Unconsolidated,,24.73001808
Dept Water - Pretoria,2528CA00422,Borehole,-25.73567,28.09338,,5.48,14.02,Shale,Consolidated,,24.73001808
Dept Water - Pretoria,2528CA00422,Borehole,-25.73567,28.09338,,14.02,16.15,Norite,Consolidated,,24.73001808
Dept Water - Pretoria,2528CA00422,Borehole,-25.73567,28.09338,,16.15,17.52,Diabase,Consolidated,,24.73001808
Dept Water - Pretoria,2528CA00421,Borehole,-25.73566,28.09337,,0,5.48,SOIL,Unconsolidated,,24.72893289
Dept Water - Pretoria,2528CA00421,Borehole,-25.73566,28.09337,,5.48,21.33,Shale,Consolidated,,24.72893289
Dept Water - Pretoria,2528CA00421,Borehole,-25.73566,28.09337,,21.33,25.75,Norite,Consolidated,,24.72893289
Dept Water - Pretoria,2528CA00421,Borehole,-25.73566,28.09337,,25.75,26.28,Lava,Consolidated,,24.72893289
Dept Water - Pretoria,2528CA00420,Borehole,-25.73565,28.09336,29.26,0,2.43,SOIL,Unconsolidated,,24.72784776
Dept Water - Pretoria,2528CA00420,Borehole,-25.73565,28.09336,29.26,2.43,12.19,Shale,Consolidated,,24.72784776
Dept Water - Pretoria,2528CA00420,Borehole,-25.73565,28.09336,29.26,12.19,14.93,Sandstone,Consolidated,,24.72784776
Dept Water - Pretoria,2528CA00420,Borehole,-25.73565,28.09336,29.26,14.93,24.38,Shale,Consolidated,,24.72784776
Dept Water - Pretoria,2528CA00420,Borehole,-25.73565,28.09336,29.26,24.38,39.62,Diabase,Consolidated,,24.72784776
Dept Water - Pretoria,2528CA00419,Borehole,-25.73563,28.09334,,0,15.24,Norite,Consolidated,,24.72567765
Dept Water - Pretoria,2528CA00417,Borehole,-25.73562,28.09333,,0,27.43,Clay,Unconsolidated,,24.72459268
Dept Water - Pretoria,2528CA00417,Borehole,-25.73562,28.09333,,27.43,91.44,Norite,Consolidated,,24.72459268
Dept Water - Pretoria,2528CA00418,Borehole,-25.73562,28.09333,,0,21.33,Lava,Consolidated,,24.72459268
Dept Water - Pretoria,2528CA00418,Borehole,-25.73562,28.09333,,21.33,76.2,Diabase,Consolidated,,24.72459268
Dept Water - Pretoria,2528CA00416,Borehole,-25.73561,28.09332,30.48,0,57.91,Clay,Unconsolidated,,24.72350776
Dept Water - Pretoria,2528CA00416,Borehole,-25.73561,28.09332,30.48,57.91,72.23,Norite,Consolidated,,24.72350776
Dept Water - Pretoria,2528CA00153,Borehole,-25.72922,28.04443,21.94,0,21.03,Clay,Unconsolidated,,24.75829779
Dept Water - Pretoria,2528CA00153,Borehole,-25.72922,28.04443,21.94,21.03,91.74,Quartzite,Consolidated,,24.75829779
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,0,2,Sand & Silt,Unconsolidated,,23.80935723
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,2,8,Clay,Unconsolidated,,23.80935723
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,8,15,Silt,Unconsolidated,,23.80935723
Dept Water - Pretoria,2528CA00658,Borehole,-25.727,28.11304,,15,17.5,Diabase,Consolidated,,23.80935723
Dept Water - Pretoria,2528CA00098,Borehole,-25.72591,28.15445,8.58,0,1.82,Laterite,Consolidated,,24.43153631
Dept Water - Pretoria,2528CA00098,Borehole,-25.72591,28.15445,8.58,1.82,10.36,Clay,Unconsolidated,,24.43153631
Dept Water - Pretoria,2528CA00098,Borehole,-25.72591,28.15445,8.58,10.36,14.32,Shale,Consolidated,Soft,24.43153631
Dept Water - Pretoria,2528CA00098,Borehole,-25.72591,28.15445,8.58,14.32,43.58,Shale,Consolidated,,24.43153631
Dept Water - Pretoria,2528CA00097,Borehole,-25.7259,28.15444,12.19,0,0.91,SOIL,Unconsolidated,,24.4301776
Dept Water - Pretoria,2528CA00097,Borehole,-25.7259,28.15444,12.19,0.91,7.31,Dolerite,Consolidated,,24.4301776
Dept Water - Pretoria,2528CA00097,Borehole,-25.7259,28.15444,12.19,7.31,18.89,Dolerite,Consolidated,,24.4301776
Dept Water - Pretoria,2528CA00099,Borehole,-25.72588,28.15442,8.53,0,3.04,SOIL,Unconsolidated,,24.42746025
Dept Water - Pretoria,2528CA00099,Borehole,-25.72588,28.15442,8.53,3.04,16.76,Shale,Consolidated,,24.42746025
Dept Water - Pretoria,2528CA00099,Borehole,-25.72588,28.15442,8.53,16.76,26.82,Shale,Consolidated,,24.42746025
Dept Water - Pretoria,2528CA00099,Borehole,-25.72588,28.15442,8.53,26.82,43.28,Dolerite,Consolidated,,24.42746025
Dept Water - Pretoria,2528CA00099,Borehole,-25.72588,28.15442,8.53,43.28,55.77,Shale,Consolidated,,24.42746025
Dept Water - Pretoria,2528CA00100,Borehole,-25.72587,28.15441,18.28,0,6.09,SOIL,Unconsolidated,,24.42610162
Dept Water - Pretoria,2528CA00100,Borehole,-25.72587,28.15441,18.28,6.09,9.14,Diabase,Consolidated,,24.42610162
Dept Water - Pretoria,2528CA00100,Borehole,-25.72587,28.15441,18.28,9.14,27.43,Diabase,Consolidated,,24.42610162
Dept Water - Pretoria,2528CA00104,Borehole,-25.72561,28.15415,12.19,0,0.91,SOIL,Unconsolidated,,24.39078627
Dept Water - Pretoria,2528CA00104,Borehole,-25.72561,28.15415,12.19,0.91,47.24,Diabase,Consolidated,,24.39078627
Dept Water - Pretoria,2528CA00661,Borehole,-25.72533,28.10943,,,,,,,23.60048733
Dept Water - Pretoria,2528CA00657,Borehole,-25.7245,28.11415,,0,20,Shale,Consolidated,,23.54026358
Dept Water - Pretoria,2528CA00657,Borehole,-25.7245,28.11415,,20,30,Shale,Consolidated,,23.54026358
Dept Water - Pretoria,2528CA00657,Borehole,-25.7245,28.11415,,30,32,Shale,Consolidated,,23.54026358
Dept Water - Pretoria,2528CA00660,Borehole,-25.72422,28.11777,,0,1.5,Sand & Silt,Unconsolidated,,23.5417119
Dept Water - Pretoria,2528CA00660,Borehole,-25.72422,28.11777,,1.5,3.5,Gravel,Unconsolidated,,23.5417119
Dept Water - Pretoria,2528CA00660,Borehole,-25.72422,28.11777,,3.5,16,Silt,Unconsolidated,,23.5417119
Dept Water - Pretoria,2528CA00660,Borehole,-25.72422,28.11777,,16,17,Shale,Consolidated,,23.5417119
Dept Water - Pretoria,2528CA00660,Borehole,-25.72422,28.11777,,17,30,Shale,Consolidated,,23.5417119
Dept Water - Pretoria,2528CA00660,Borehole,-25.72422,28.11777,,30,34,Shale,Consolidated,,23.5417119
Dept Water - Pretoria,2528CA00662,Borehole,-25.72005,28.11749,,0,1.5,Sand,Unconsolidated,,23.07658041
Dept Water - Pretoria,2528CA00662,Borehole,-25.72005,28.11749,,1.5,22,Shale,Consolidated,,23.07658041
Dept Water - Pretoria,2528CA00662,Borehole,-25.72005,28.11749,,22,30,Shale,Consolidated,,23.07658041
Dept Water - Pretoria,2528CA00659,Borehole,-25.71839,28.10971,1.7,0,1,Sand,Unconsolidated,,22.83053502
Dept Water - Pretoria,2528CA00659,Borehole,-25.71839,28.10971,1.7,1,14,Shale,Consolidated,,22.83053502
Dept Water - Pretoria,2528CA00663,Borehole,-25.71811,28.11804,12.4,0,28,Shale,Consolidated,,22.86712263
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.2,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.33,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.5,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.61,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.63,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.64,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.66,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.68,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.75,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.77,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.78,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.79,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.8,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.89,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.92,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.93,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.97,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.98,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,1.99,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.01,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.03,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.07,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.12,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.19,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.23,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.28,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.32,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.34,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.4,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.45,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.57,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.67,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.68,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.93,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,2.98,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.07,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.09,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.14,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.18,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.2,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.41,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.43,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.51,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.56,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.57,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.58,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.74,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.76,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.79,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.8,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.83,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,3.89,,,,,,23.8872076
Dept Water - Gauteng,2528CA00020,Borehole,-25.71728,28.16638,4.06,,,,,,23.8872076
Dept Water - Pretoria,2528CA00296,Borehole,-25.71394,28.13637,9.14,0,15.24,Shale,Consolidated,,22.69015957
Dept Water - Pretoria,2528CA00296,Borehole,-25.71394,28.13637,9.14,15.24,30.48,Diabase,Consolidated,,22.69015957
Dept Water - Pretoria,2528CA00296,Borehole,-25.71394,28.13637,9.14,30.48,39.62,Shale,Consolidated,,22.69015957
Dept Water - Pretoria,2528CA00151,Borehole,-25.71344,28.18583,2.43,0,17.83,Shale,Consolidated,,24.26136791
Dept Water - Pretoria,2528CA00150,Borehole,-25.71343,28.18945,2.43,0,31.69,Shale,Consolidated,,24.42388963
Dept Water - Pretoria,2528CA00149,Borehole,-25.71342,28.18584,5.48,0,3.04,SOIL,Unconsolidated,,24.2597704
Dept Water - Pretoria,2528CA00149,Borehole,-25.71342,28.18584,5.48,3.04,9.44,Boulders,Unconsolidated,,24.2597704
Dept Water - Pretoria,2528CA00149,Borehole,-25.71342,28.18584,5.48,9.44,60.96,Diabase,Consolidated,,24.2597704
Dept Water - Pretoria,2528CA00149,Borehole,-25.71342,28.18584,5.48,60.96,88.7,Shale,Consolidated,,24.2597704
Dept Water - Pretoria,2528CA00148,Borehole,-25.71341,28.18582,16.76,0,9.75,Shale,Consolidated,,24.25786146
Dept Water - Pretoria,2528CA00148,Borehole,-25.71341,28.18582,16.76,9.75,19.35,Shale,Consolidated,,24.25786146
Dept Water - Pretoria,2528CA00152,Borehole,-25.71339,28.19776,0.6,0,1.52,Gravel,Unconsolidated,,24.8160049
Dept Water - Pretoria,2528CA00152,Borehole,-25.71339,28.19776,0.6,1.52,9.75,Clay,Unconsolidated,,24.8160049
Dept Water - Pretoria,2528CA00152,Borehole,-25.71339,28.19776,0.6,9.75,30.78,Shale,Consolidated,,24.8160049
Dept Water - Pretoria,2528CA00289,Borehole,-25.71253,28.14338,3.04,0,1.21,Clay,Unconsolidated,,22.69330007
Dept Water - Pretoria,2528CA00289,Borehole,-25.71253,28.14338,3.04,1.21,74.06,Shale,Consolidated,,22.69330007
Dept Water - Pretoria,2528CA00288,Borehole,-25.71252,28.14337,3.96,0,1.82,SOIL,Unconsolidated,,22.69197081
Dept Water - Pretoria,2528CA00288,Borehole,-25.71252,28.14337,3.96,1.82,32,Shale,Consolidated,,22.69197081
Dept Water - Pretoria,2528CA00288,Borehole,-25.71252,28.14337,3.96,32,32.76,Diabase,Consolidated,,22.69197081
Dept Water - Pretoria,2528CA00287,Borehole,-25.71251,28.14336,8.22,0,1.82,SOIL,Unconsolidated,,22.69064157
Dept Water - Pretoria,2528CA00287,Borehole,-25.71251,28.14336,8.22,1.82,30.48,Shale,Consolidated,,22.69064157
Dept Water - Pretoria,2528CA00287,Borehole,-25.71251,28.14336,8.22,30.48,40.23,Shale,Consolidated,,22.69064157
Dept Water - Pretoria,2528CA00285,Borehole,-25.7125,28.14334,6.09,0,0.6,SOIL,Unconsolidated,,22.6890696
Dept Water - Pretoria,2528CA00285,Borehole,-25.7125,28.14334,6.09,0.6,31.08,Shale,Consolidated,,22.6890696
Dept Water - Pretoria,2528CA00286,Borehole,-25.7125,28.14335,12.19,0,20.42,Gabbro,Consolidated,,22.68931237
Dept Water - Pretoria,2528CA00284,Borehole,-25.71249,28.14333,4.57,0,0.6,SOIL,Unconsolidated,,22.68774047
Dept Water - Pretoria,2528CA00284,Borehole,-25.71249,28.14333,4.57,0.6,46.32,Shale,Consolidated,,22.68774047
Dept Water - Pretoria,2528CA00283,Borehole,-25.71248,28.14332,11.88,0,56.38,Shale,Consolidated,,22.68641137
Dept Water - Pretoria,2528CA00290,Borehole,-25.71247,28.14331,4.57,0,2.43,SOIL,Unconsolidated,,22.6850823
Dept Water - Pretoria,2528CA00290,Borehole,-25.71247,28.14331,4.57,2.43,54.86,Shale,Consolidated,,22.6850823
Dept Water - Pretoria,2528CA00291,Borehole,-25.71246,28.1433,7.62,0,46.02,NO SAMPLE,,,22.68375326
Dept Water - Pretoria,2528CA00291,Borehole,-25.71246,28.1433,7.62,46.02,62.17,Shale,Consolidated,,22.68375326
Dept Water - Pretoria,2528CA00292,Borehole,-25.71245,28.14329,8.83,0,47.24,Shale,Consolidated,,22.68242425
Dept Water - Pretoria,2528CA00293,Borehole,-25.71244,28.14328,3.96,0,0.91,SOIL,Unconsolidated,,22.68109528
Dept Water - Pretoria,2528CA00293,Borehole,-25.71244,28.14328,3.96,0.91,32,Shale,Consolidated,,22.68109528
Dept Water - Pretoria,2528CA00294,Borehole,-25.71243,28.14327,,0,19.2,Shale,Consolidated,,22.67976633
Dept Water - Pretoria,2528CA00294,Borehole,-25.71243,28.14327,,19.2,26.51,Diabase,Consolidated,,22.67976633
Dept Water - Pretoria,2528CA00295,Borehole,-25.71242,28.14326,6.24,0,3.04,Shale,Consolidated,,22.67843742
Dept Water - Pretoria,2528CA00295,Borehole,-25.71242,28.14326,6.24,3.04,8.83,Shale,Consolidated,,22.67843742
Dept Water - Pretoria,2528CA00295,Borehole,-25.71242,28.14326,6.24,8.83,34.74,Diabase,Consolidated,,22.67843742
Dept Water - Pretoria,2528CA00297,Borehole,-25.71061,28.12694,17.67,0,32.91,Shale,Consolidated,,22.15376141
Dept Water - Pretoria,2528CA00297,Borehole,-25.71061,28.12694,17.67,32.91,45.41,Diabase,Consolidated,,22.15376141
Dept Water - Pretoria,2528CA00155,Borehole,-25.70979,28.18721,,0,16.15,Diabase,Consolidated,,23.9519656
Dept Water - Pretoria,2528CA00154,Borehole,-25.70978,28.18721,6.09,0,42.67,Slate,Consolidated,,23.95095049
Dept Water - Pretoria,2528CA00156,Borehole,-25.70977,28.1872,5.18,0,30.48,Shale,Consolidated,,23.94947847
Dept Water - Pretoria,2528CA00156,Borehole,-25.70977,28.1872,5.18,30.48,38.1,Diabase,Consolidated,,23.94947847
Dept Water - Pretoria,2527DB00121,Borehole,-25.70372,27.98274,,,,,,,24.802982
Dept Water - Pretoria,2528CA00127,Borehole,-25.70194,28.00965,18.28,0,1.21,SOIL,Unconsolidated,,23.20221167
Dept Water - Pretoria,2528CA00127,Borehole,-25.70194,28.00965,18.28,1.21,28.04,Shale,Consolidated,,23.20221167
Dept Water - Pretoria,2528CA00127,Borehole,-25.70194,28.00965,18.28,28.04,31.39,Diabase,Consolidated,,23.20221167
Dept Water - Pretoria,2528CA00127,Borehole,-25.70194,28.00965,18.28,31.39,32,Diabase,Consolidated,,23.20221167
Dept Water - Pretoria,2528CA00126,Borehole,-25.70193,28.00964,18.28,0,20.72,Shale,Consolidated,,23.2016824
Dept Water - Pretoria,2528CA00126,Borehole,-25.70193,28.00964,18.28,20.72,52.12,Diabase,Consolidated,,23.2016824
Dept Water - Pretoria,2528CA00126,Borehole,-25.70193,28.00964,18.28,52.12,54.55,Diabase,Consolidated,,23.2016824
Dept Water - Pretoria,2528CA00125,Borehole,-25.70192,28.00963,16.15,0,1.82,SOIL,Unconsolidated,,23.20115322
Dept Water - Pretoria,2528CA00125,Borehole,-25.70192,28.00963,16.15,1.82,38.7,Shale,Consolidated,,23.20115322
Dept Water - Pretoria,2528CA00125,Borehole,-25.70192,28.00963,16.15,38.7,44.5,Diabase,Consolidated,,23.20115322
Dept Water - Pretoria,2528CA00124,Borehole,-25.70191,28.00962,17.67,0,2.43,SOIL,Unconsolidated,,23.20062413
Dept Water - Pretoria,2528CA00124,Borehole,-25.70191,28.00962,17.67,2.43,12.19,Diabase,Consolidated,,23.20062413
Dept Water - Pretoria,2528CA00124,Borehole,-25.70191,28.00962,17.67,12.19,15.24,Diabase,Consolidated,,23.20062413
Dept Water - Pretoria,2528CA00124,Borehole,-25.70191,28.00962,17.67,15.24,36.57,Diabase,Consolidated,,23.20062413
Dept Water - Pretoria,2528CA00123,Borehole,-25.7019,28.00961,24.38,0,8.53,SOIL,Unconsolidated,,23.20009514
Dept Water - Pretoria,2528CA00123,Borehole,-25.7019,28.00961,24.38,8.53,19.2,Diabase,Consolidated,,23.20009514
Dept Water - Pretoria,2528CA00123,Borehole,-25.7019,28.00961,24.38,19.2,36.57,Quartzite,Consolidated,,23.20009514
Dept Water - Pretoria,2528CA00123,Borehole,-25.7019,28.00961,24.38,36.57,63.39,Diabase,Consolidated,,23.20009514
Dept Water - Pretoria,2528CA00122,Borehole,-25.70189,28.0096,7.31,0,0.91,SOIL,Unconsolidated,,23.19956624
Dept Water - Pretoria,2528CA00122,Borehole,-25.70189,28.0096,7.31,0.91,32.3,Diabase,Consolidated,,23.19956624
Dept Water - Pretoria,2528CA00121,Borehole,-25.70188,28.00959,32,0,49.07,Shale,Consolidated,,23.19903744
Dept Water - Pretoria,2528CA00120,Borehole,-25.70187,28.00958,10.05,0,0.6,SOIL,Unconsolidated,,23.19850873
Dept Water - Pretoria,2528CA00120,Borehole,-25.70187,28.00958,10.05,0.6,12.19,Shale,Consolidated,,23.19850873
Dept Water - Pretoria,2528CA00120,Borehole,-25.70187,28.00958,10.05,12.19,30.48,Diabase,Consolidated,,23.19850873
Dept Water - Pretoria,2528CA00120,Borehole,-25.70187,28.00958,10.05,30.48,33.22,Diabase,Consolidated,Hard,23.19850873
Dept Water - Pretoria,2528CA00119,Borehole,-25.70186,28.01221,14.94,0,0.3,SOIL,Unconsolidated,,23.07353329
Dept Water - Pretoria,2528CA00119,Borehole,-25.70186,28.01221,14.94,0.3,11.89,Sand,Unconsolidated,,23.07353329
Dept Water - Pretoria,2528CA00119,Borehole,-25.70186,28.01221,14.94,11.89,30.18,Shale,Consolidated,,23.07353329
Dept Water - Pretoria,2528CA00119,Borehole,-25.70186,28.01221,14.94,30.18,42.98,Diabase,Consolidated,,23.07353329
Dept Water - Pretoria,2528CA00118,Borehole,-25.70185,28.00956,15.84,0,0.3,SOIL,Unconsolidated,,23.1974516
Dept Water - Pretoria,2528CA00118,Borehole,-25.70185,28.00956,15.84,0.3,3.96,Shale,Consolidated,,23.1974516
Dept Water - Pretoria,2528CA00118,Borehole,-25.70185,28.00956,15.84,3.96,39.62,Shale,Consolidated,,23.1974516
Dept Water - Pretoria,2528CA00117,Borehole,-25.70184,28.00955,20.72,0,0.3,SOIL,Unconsolidated,,23.19692318
Dept Water - Pretoria,2528CA00117,Borehole,-25.70184,28.00955,20.72,0.3,32.91,Shale,Consolidated,,23.19692318
Dept Water - Pretoria,2528CA00116,Borehole,-25.70183,28.00954,15.24,0,0.6,SOIL,Unconsolidated,,23.19639485
Dept Water - Pretoria,2528CA00116,Borehole,-25.70183,28.00954,15.24,0.6,30.48,Shale,Consolidated,,23.19639485
Dept Water - Pretoria,2528CA00115,Borehole,-25.70182,28.00953,,0,0.6,SOIL,Unconsolidated,,23.19586661
Dept Water - Pretoria,2528CA00115,Borehole,-25.70182,28.00953,,0.6,18.28,Quartzite,Consolidated,,23.19586661
Dept Water - Pretoria,2528CA00114,Borehole,-25.70181,28.00952,,0,0.6,SOIL,Unconsolidated,,23.19533847
Dept Water - Pretoria,2528CA00114,Borehole,-25.70181,28.00952,,0.6,19.2,Quartzite,Consolidated,,23.19533847
Dept Water - Pretoria,2528CA00113,Borehole,-25.7018,28.00951,15.24,0,0.6,SOIL,Unconsolidated,,23.19481043
Dept Water - Pretoria,2528CA00113,Borehole,-25.7018,28.00951,15.24,0.6,32,Shale,Consolidated,,23.19481043
Dept Water - Pretoria,2528CA00112,Borehole,-25.70179,28.0095,6.7,0,3.04,SOIL,Unconsolidated,,23.19428248
Dept Water - Pretoria,2528CA00112,Borehole,-25.70179,28.0095,6.7,3.04,55.16,Shale,Consolidated,,23.19428248
Dept Water - Pretoria,2528CA00111,Borehole,-25.70178,28.00949,16.76,0,0.91,SOIL,Unconsolidated,,23.19375463
Dept Water - Pretoria,2528CA00111,Borehole,-25.70178,28.00949,16.76,0.91,54.55,Shale,Consolidated,,23.19375463
Dept Water - Pretoria,2528CA00111,Borehole,-25.70178,28.00949,16.76,54.55,55.47,Diabase,Consolidated,,23.19375463
Dept Water - Pretoria,2528CA00110,Borehole,-25.70177,28.00948,34.44,0,5.48,SOIL,Unconsolidated,,23.19322687
Dept Water - Pretoria,2528CA00110,Borehole,-25.70177,28.00948,34.44,5.48,23.46,Shale,Consolidated,,23.19322687
Dept Water - Pretoria,2528CA00110,Borehole,-25.70177,28.00948,34.44,23.46,61.56,Shale,Consolidated,,23.19322687
Dept Water - Pretoria,2528CA00110,Borehole,-25.70177,28.00948,34.44,61.56,76.2,Shale,Consolidated,,23.19322687
Dept Water - Pretoria,2528CA00109,Borehole,-25.70176,28.00947,27.43,0,4.57,SOIL,Unconsolidated,,23.1926992
Dept Water - Pretoria,2528CA00109,Borehole,-25.70176,28.00947,27.43,4.57,7.62,Quartzite,Consolidated,,23.1926992
Dept Water - Pretoria,2528CA00109,Borehole,-25.70176,28.00947,27.43,7.62,10.66,Quartzite,Consolidated,,23.1926992
Dept Water - Pretoria,2528CA00109,Borehole,-25.70176,28.00947,27.43,10.66,26.51,Shale,Consolidated,,23.1926992
Dept Water - Pretoria,2528CA00109,Borehole,-25.70176,28.00947,27.43,26.51,42.06,Diabase,Consolidated,,23.1926992
Dept Water - Pretoria,2528CA00108,Borehole,-25.70175,28.00946,1.82,0,0.6,SOIL,Unconsolidated,,23.19217163
Dept Water - Pretoria,2528CA00108,Borehole,-25.70175,28.00946,1.82,0.6,3.65,Diabase,Consolidated,,23.19217163
Dept Water - Pretoria,2528CA00108,Borehole,-25.70175,28.00946,1.82,3.65,22.55,Diabase,Consolidated,,23.19217163
Dept Water - Pretoria,2528CA00107,Borehole,-25.70174,28.00945,14.63,0,0.91,SOIL,Unconsolidated,,23.19164416
Dept Water - Pretoria,2528CA00107,Borehole,-25.70174,28.00945,14.63,0.91,2.43,Shale,Consolidated,,23.19164416
Dept Water - Pretoria,2528CA00107,Borehole,-25.70174,28.00945,14.63,2.43,16.76,Shale,Consolidated,,23.19164416
Dept Water - Pretoria,2528CA00107,Borehole,-25.70174,28.00945,14.63,16.76,30.66,Quartzite,Consolidated,,23.19164416
Dept Water - Pretoria,2528CA00106,Borehole,-25.70173,28.00944,,0,0.91,SOIL,Unconsolidated,,23.19111678
Dept Water - Pretoria,2528CA00106,Borehole,-25.70173,28.00944,,0.91,7.01,Clay,Unconsolidated,,23.19111678
Dept Water - Pretoria,2528CA00106,Borehole,-25.70173,28.00944,,7.01,8.53,Sandstone,Consolidated,,23.19111678
Dept Water - Pretoria,2528CA00106,Borehole,-25.70173,28.00944,,8.53,15.84,Sandstone,Consolidated,,23.19111678
Dept Water - Pretoria,2528CA00106,Borehole,-25.70173,28.00944,,15.84,17.06,Sandstone,Consolidated,,23.19111678
Dept Water - Pretoria,2528CA00106,Borehole,-25.70173,28.00944,,17.06,28.34,Shale,Consolidated,,23.19111678
Dept Water - Pretoria,2528CA00106,Borehole,-25.70173,28.00944,,28.34,30.78,Shale,Consolidated,,23.19111678
Dept Water - Pretoria,2528CA00105,Borehole,-25.70172,28.00943,16.76,0,1.4,SOIL,Unconsolidated,,23.19058949
Dept Water - Pretoria,2528CA00105,Borehole,-25.70172,28.00943,16.76,1.4,25.29,Shale,Consolidated,,23.19058949
