GeositeInfo_DataOwner,GeositeInfo_Identifier,GeositeInfo_GeositeType,Latitude,Longitude,WaterLevel,DepthToTop,DepthToBottom,LithologyName,MaterialType,Lithology_HardnessQualifier
Dept Water - Pretoria,2528CC00957,Borehole,-25.99922,28.19387,,0,3,SOIL,Unconsolidated,
Dept Water - Pretoria,2528CC00957,Borehole,-25.99922,28.19387,,3,60,Granite,Consolidated,
Dept Water - Pretoria,2528CD00214,Borehole,-25.99728,28.31193,48.14,,,,,
Dept Water - Pretoria,2528CD00215,Borehole,-25.99728,28.31665,49.36,,,,,
Dept Water - Pretoria,2528CD00197,Borehole,-25.997,28.25888,,,,,,
Dept Water - Pretoria,2528CD00198,Borehole,-25.997,28.25889,,,,,,
Dept Water - Pretoria,2528CC00244,Borehole,-25.99561,28.23109,12,,,,,
Dept Water - Pretoria,2528CC00244,Borehole,-25.99561,28.23109,80,,,,,
Dept Water - Pretoria,2528CD00212,Borehole,-25.99533,28.31054,52,,,,,
Dept Water - Pretoria,2528CD00213,Borehole,-25.99533,28.31055,,,,,,
Dept Water - Pretoria,2527DC00094,Borehole,-25.99509,27.53857,30.48,0,2.13,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00094,Borehole,-25.99509,27.53857,30.48,2.13,58.21,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00095,Borehole,-25.99508,27.53305,,0,3.35,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00095,Borehole,-25.99508,27.53305,,3.35,14.63,Shale,Consolidated,
Dept Water - Pretoria,2527DC00096,Borehole,-25.99507,27.53304,15.24,0,27.43,Shale,Consolidated,
Dept Water - Pretoria,2527DC00096,Borehole,-25.99507,27.53304,15.24,27.43,33.22,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00096,Borehole,-25.99507,27.53304,15.24,33.22,39.01,Shale,Consolidated,
Dept Water - Pretoria,2527DC00097,Borehole,-25.99506,27.53303,,0,6.09,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00097,Borehole,-25.99506,27.53303,,6.09,54.86,Shale,Consolidated,
Dept Water - Pretoria,2527DC00099,Borehole,-25.99366,27.54135,2.43,0,121.92,Shale,Consolidated,
Dept Water - Pretoria,2528CD00196,Borehole,-25.99338,28.26193,39,,,,,
Dept Water - Pretoria,2528CC00258,Borehole,-25.99311,28.11721,6.05,,,,,
Dept Water - Pretoria,2528CD00211,Borehole,-25.99311,28.31527,22.8,,,,,
Dept Water - Pretoria,2528CD00210,Borehole,-25.99228,28.30943,,,,,,
Dept Water - Pretoria,2527DD00018,Borehole,-25.98853,27.90067,14.63,0,1.82,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00018,Borehole,-25.98853,27.90067,14.63,1.82,18.89,Clay,Unconsolidated,
Dept Water - Pretoria,2527DD00018,Borehole,-25.98853,27.90067,14.63,18.89,24.99,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00018,Borehole,-25.98853,27.90067,14.63,24.99,33.83,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00018,Borehole,-25.98853,27.90067,14.63,33.83,36.88,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00018,Borehole,-25.98853,27.90067,14.63,36.88,43.89,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00018,Borehole,-25.98853,27.90067,14.63,43.89,44.5,Quartzite,Consolidated,Hard
Dept Water - Pretoria,2527DD00017,Borehole,-25.98852,27.90066,39.01,0,3.04,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00017,Borehole,-25.98852,27.90066,39.01,3.04,18.59,Clay,Unconsolidated,
Dept Water - Pretoria,2527DD00017,Borehole,-25.98852,27.90066,39.01,18.59,25.9,Granite,Consolidated,
Dept Water - Pretoria,2527DD00017,Borehole,-25.98852,27.90066,39.01,25.9,48.15,Granite,Consolidated,
Dept Water - Pretoria,2527DD00016,Borehole,-25.98851,27.90065,35.05,0,15.24,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00016,Borehole,-25.98851,27.90065,35.05,15.24,22.86,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00016,Borehole,-25.98851,27.90065,35.05,22.86,38.1,Schist,Consolidated,
Dept Water - Pretoria,2527DD00016,Borehole,-25.98851,27.90065,35.05,38.1,42.97,Granite,Consolidated,
Dept Water - Pretoria,2527DD00016,Borehole,-25.98851,27.90065,35.05,42.97,50.9,Granite,Consolidated,
Dept Water - Pretoria,2527DD00016,Borehole,-25.98851,27.90065,35.05,50.9,57.91,Granite,Consolidated,
Dept Water - Pretoria,2527DD00016,Borehole,-25.98851,27.90065,35.05,57.91,60.96,Granite,Consolidated,
Dept Water - Pretoria,2527DD00015,Borehole,-25.9885,27.90064,15.24,0,0.6,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DD00015,Borehole,-25.9885,27.90064,15.24,0.6,28.04,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00015,Borehole,-25.9885,27.90064,15.24,28.04,28.65,Granite,Consolidated,
Dept Water - Pretoria,2527DD00014,Borehole,-25.98849,27.90063,18.28,0,6.09,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DD00014,Borehole,-25.98849,27.90063,18.28,6.09,21.03,Clay,Unconsolidated,
Dept Water - Pretoria,2527DD00014,Borehole,-25.98849,27.90063,18.28,21.03,27.73,Granite,Consolidated,
Dept Water - Pretoria,2527DD00014,Borehole,-25.98849,27.90063,18.28,27.73,46.93,Granite,Consolidated,
Dept Water - Pretoria,2527DD00013,Borehole,-25.98848,27.90062,21.33,0,14.02,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DD00013,Borehole,-25.98848,27.90062,21.33,14.02,21.33,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00013,Borehole,-25.98848,27.90062,21.33,21.33,30.17,Granite,Consolidated,
Dept Water - Pretoria,2527DD00013,Borehole,-25.98848,27.90062,21.33,30.17,51.51,Granite,Consolidated,
Dept Water - Pretoria,2527DD00021,Borehole,-25.98847,27.90052,45.72,4.87,51.2,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00021,Borehole,-25.98847,27.90052,45.72,51.2,56.69,Granite,Consolidated,
Dept Water - Pretoria,2527DD00021,Borehole,-25.98847,27.90052,45.72,56.69,61.87,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00012,Borehole,-25.98847,27.90061,13.71,0,52.73,Granite,Consolidated,
Dept Water - Pretoria,2527DD00022,Borehole,-25.98838,27.90062,,0,19.81,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DD00022,Borehole,-25.98838,27.90062,,19.81,45.41,Diabase,Consolidated,
Dept Water - Pretoria,2527DD00022,Borehole,-25.98838,27.90062,,45.41,65.22,Granite,Consolidated,
Dept Water - Pretoria,2527DD00019,Borehole,-25.98837,27.90051,5.18,0,3.04,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DD00019,Borehole,-25.98837,27.90051,5.18,3.04,22.25,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00019,Borehole,-25.98837,27.90051,5.18,22.25,25.6,Granite,Consolidated,
Dept Water - Pretoria,2527DD00019,Borehole,-25.98837,27.90051,5.18,25.6,27.12,Granite,Consolidated,
Dept Water - Pretoria,2527DD00020,Borehole,-25.98836,27.9005,2.43,0,7.92,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DD00020,Borehole,-25.98836,27.9005,2.43,7.92,9.75,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00020,Borehole,-25.98836,27.9005,2.43,9.75,21.03,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00020,Borehole,-25.98836,27.9005,2.43,21.03,30.78,Granite,Consolidated,
Dept Water - Pretoria,2528CD00208,Borehole,-25.98811,28.31527,7.4,,,,,
Dept Water - Pretoria,2528CD00209,Borehole,-25.98811,28.31528,,,,,,
Dept Water - Pretoria,2528CD00443,Spring,-25.98651,28.33111,,,,,,
Dept Water - Pretoria,2528CC00312,Borehole,-25.98561,28.20804,,,,,,
Dept Water - Pretoria,2527DD00110,Borehole,-25.98398,27.94139,0.01,0,4.57,Diabase,Consolidated,
Dept Water - Pretoria,2527DD00110,Borehole,-25.98398,27.94139,0.01,4.57,9.14,Diabase,Consolidated,
Dept Water - Pretoria,2527DD00110,Borehole,-25.98398,27.94139,0.01,9.14,35.96,Granite,Consolidated,
Dept Water - Pretoria,2527DD00109,Borehole,-25.98397,27.94138,9.14,0,47.85,Granite,Consolidated,
Dept Water - Pretoria,2527DD00113,Borehole,-25.98396,27.89969,12.19,0,1.82,Granite,Consolidated,
Dept Water - Pretoria,2527DD00113,Borehole,-25.98396,27.89969,12.19,1.82,22.09,Granite,Consolidated,
Dept Water - Pretoria,2527DD00108,Borehole,-25.98396,27.94137,15.24,0,39.62,Quartzite,Consolidated,
Dept Water - Pretoria,2527DC00178,Borehole,-25.98395,27.54415,51.51,0,15.24,Granite,Consolidated,
Dept Water - Pretoria,2527DC00178,Borehole,-25.98395,27.54415,51.51,15.24,94.48,Granite,Consolidated,
Dept Water - Pretoria,2527DD00112,Borehole,-25.98395,27.8997,,0,24.68,Granite,Consolidated,
Dept Water - Pretoria,2527DD00112,Borehole,-25.98395,27.8997,,24.68,59.28,Granite,Consolidated,
Dept Water - Pretoria,2527DD00107,Borehole,-25.98395,27.94136,,0,36.57,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00111,Borehole,-25.98394,27.89969,27.43,0,4.57,Diabase,Consolidated,
Dept Water - Pretoria,2527DD00111,Borehole,-25.98394,27.89969,27.43,4.57,38.7,Diabase,Consolidated,
Dept Water - Pretoria,2527DD00106,Borehole,-25.98394,27.94135,24.38,0,35.96,Granite,Consolidated,
Dept Water - Pretoria,2527DD00106,Borehole,-25.98394,27.94135,24.38,35.96,61.26,Granite,Consolidated,
Dept Water - Pretoria,2527DD00120,Borehole,-25.98394,27.94136,3.65,0,18.28,Granite,Consolidated,
Dept Water - Pretoria,2527DD00120,Borehole,-25.98394,27.94136,3.65,18.28,21.33,Granite,Consolidated,
Dept Water - Pretoria,2527DD00120,Borehole,-25.98394,27.94136,3.65,21.33,36.27,Dolerite,Consolidated,
Dept Water - Pretoria,2528CD00194,Borehole,-25.98394,28.2786,57.89,,,,,
Dept Water - Pretoria,2528CD00195,Borehole,-25.98394,28.27861,,,,,,
Dept Water - Pretoria,2528CD00206,Borehole,-25.98394,28.30721,24.1,,,,,
Dept Water - Pretoria,2528CC00306,Borehole,-25.98367,28.1911,12.6,,,,,
Dept Water - Pretoria,2528CD00192,Borehole,-25.98367,28.27832,,,,,,
Dept Water - Pretoria,2528CD00193,Borehole,-25.98367,28.27833,,,,,,
Dept Water - Pretoria,2528CD00207,Borehole,-25.98367,28.31665,21,,,,,
Dept Water - Pretoria,2527DC00100,Borehole,-25.98239,27.5612,17.37,0,7.62,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00100,Borehole,-25.98239,27.5612,17.37,7.62,19.81,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00100,Borehole,-25.98239,27.5612,17.37,19.81,37.18,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00176,Borehole,-25.98238,27.56119,,0,3.04,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00176,Borehole,-25.98238,27.56119,,3.04,43.58,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00177,Borehole,-25.98237,27.56118,17.98,0,17.67,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00177,Borehole,-25.98237,27.56118,17.98,17.67,23.16,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00177,Borehole,-25.98237,27.56118,17.98,23.16,23.46,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00177,Borehole,-25.98237,27.56118,17.98,23.46,24.38,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00179,Borehole,-25.98235,27.56116,14.93,0,34.13,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00179,Borehole,-25.98235,27.56116,14.93,34.13,56.08,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00180,Borehole,-25.98234,27.56115,,0,18.28,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00180,Borehole,-25.98234,27.56115,,18.28,41.75,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00181,Borehole,-25.98233,27.56114,11.27,0,15.54,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00181,Borehole,-25.98233,27.56114,11.27,15.54,28.04,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00191,Borehole,-25.98232,27.56113,18.28,0,1.82,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00191,Borehole,-25.98232,27.56113,18.28,1.82,17.37,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00191,Borehole,-25.98232,27.56113,18.28,17.37,30.48,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00190,Borehole,-25.98231,27.56112,7.62,0,2.43,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00190,Borehole,-25.98231,27.56112,7.62,2.43,24.38,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00187,Borehole,-25.98229,27.56109,32.61,0,71.62,Shale,Consolidated,
Dept Water - Pretoria,2527DC00187,Borehole,-25.98229,27.56109,32.61,71.62,72.84,Dolerite,Consolidated,
Dept Water - Pretoria,2528CC00335,Borehole,-25.98228,28.23832,47.61,,,,,
Dept Water - Pretoria,2528CD00205,Borehole,-25.98144,28.30471,,,,,,
Dept Water - Pretoria,2527DC00081,Borehole,-25.98132,27.51645,,0,9.44,Sandstone,Consolidated,
Dept Water - Pretoria,2527DC00081,Borehole,-25.98132,27.51645,,9.44,16.76,Sandstone,Consolidated,
Dept Water - Pretoria,2527DC00081,Borehole,-25.98132,27.51645,,16.76,22.25,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00082,Borehole,-25.98131,27.51644,24.99,0,3.96,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DC00082,Borehole,-25.98131,27.51644,24.99,3.96,24.68,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00082,Borehole,-25.98131,27.51644,24.99,24.68,29.26,Shale,Consolidated,
Dept Water - Pretoria,2527DC00082,Borehole,-25.98131,27.51644,24.99,29.26,35.66,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00083,Borehole,-25.9813,27.51643,4.57,0,7.62,Clay,Unconsolidated,
Dept Water - Pretoria,2527DC00083,Borehole,-25.9813,27.51643,4.57,7.62,15.24,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00083,Borehole,-25.9813,27.51643,4.57,15.24,21.33,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00084,Borehole,-25.98129,27.51642,15.24,0,3.04,Clay,Unconsolidated,
Dept Water - Pretoria,2527DC00084,Borehole,-25.98129,27.51642,15.24,3.04,20.72,Diabase,Consolidated,
Dept Water - Pretoria,2527DC00084,Borehole,-25.98129,27.51642,15.24,20.72,27.43,Diabase,Consolidated,
Dept Water - Pretoria,2527DC00085,Borehole,-25.98128,27.51641,12.19,0,9.14,Clay,Unconsolidated,
Dept Water - Pretoria,2527DC00085,Borehole,-25.98128,27.51641,12.19,9.14,22.86,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00085,Borehole,-25.98128,27.51641,12.19,22.86,27.73,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00086,Borehole,-25.98127,27.5164,15.24,0,12.19,Clay,Unconsolidated,
Dept Water - Pretoria,2527DC00086,Borehole,-25.98127,27.5164,15.24,12.19,27.43,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00086,Borehole,-25.98127,27.5164,15.24,27.43,37.18,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00087,Borehole,-25.98126,27.51639,15.24,0,1.82,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00087,Borehole,-25.98126,27.51639,15.24,1.82,17.67,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00087,Borehole,-25.98126,27.51639,15.24,17.67,58.82,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00088,Borehole,-25.98125,27.51638,,0,7.62,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00088,Borehole,-25.98125,27.51638,,7.62,43.89,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00073,Borehole,-25.98124,27.51637,15.24,0,0.91,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00073,Borehole,-25.98124,27.51637,15.24,0.91,46.02,Dolomite,Consolidated,
Dept Water - Pretoria,2527DC00074,Borehole,-25.98123,27.51636,24.07,0,0.6,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00074,Borehole,-25.98123,27.51636,24.07,0.6,2.43,Quartzite,Consolidated,
Dept Water - Pretoria,2527DC00074,Borehole,-25.98123,27.51636,24.07,2.43,16.76,Diabase,Consolidated,
Dept Water - Pretoria,2527DC00074,Borehole,-25.98123,27.51636,24.07,16.76,56.08,Diabase,Consolidated,
Dept Water - Pretoria,2527DC00075,Borehole,-25.98122,27.51635,20.72,0,1.82,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DC00075,Borehole,-25.98122,27.51635,20.72,1.82,3.35,Boulders,Unconsolidated,
Dept Water - Pretoria,2527DC00075,Borehole,-25.98122,27.51635,20.72,3.35,32.61,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00075,Borehole,-25.98122,27.51635,20.72,32.61,37.79,Shale,Consolidated,
Dept Water - Pretoria,2527DC00076,Borehole,-25.98121,27.51634,21.03,0,0.91,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DC00076,Borehole,-25.98121,27.51634,21.03,0.91,2.74,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00076,Borehole,-25.98121,27.51634,21.03,2.74,5.18,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00076,Borehole,-25.98121,27.51634,21.03,5.18,68.27,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00077,Borehole,-25.9812,27.51633,17.67,0,1.98,Boulders,Unconsolidated,
Dept Water - Pretoria,2527DC00077,Borehole,-25.9812,27.51633,17.67,1.98,50.9,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00077,Borehole,-25.9812,27.51633,17.67,50.9,60.04,Shale,Consolidated,
Dept Water - Pretoria,2527DC00077,Borehole,-25.9812,27.51633,17.67,60.04,61.56,Sandstone,Consolidated,
Dept Water - Pretoria,2527DC00077,Borehole,-25.9812,27.51633,17.67,61.56,68.88,Shale,Consolidated,
Dept Water - Pretoria,2527DC00078,Borehole,-25.98119,27.51632,,0,1.52,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00078,Borehole,-25.98119,27.51632,,1.52,11.58,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DC00078,Borehole,-25.98119,27.51632,,11.58,33.83,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00078,Borehole,-25.98119,27.51632,,33.83,36.27,Shale,Consolidated,
Dept Water - Pretoria,2527DC00078,Borehole,-25.98119,27.51632,,36.27,45.72,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00078,Borehole,-25.98119,27.51632,,45.72,57.91,Shale,Consolidated,
Dept Water - Pretoria,2527DC00078,Borehole,-25.98119,27.51632,,57.91,63.7,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00079,Borehole,-25.98118,27.51637,18.28,0,17.37,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00079,Borehole,-25.98118,27.51637,18.28,17.37,41.45,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00080,Borehole,-25.98117,27.51636,30.48,0,8.83,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DC00080,Borehole,-25.98117,27.51636,30.48,8.83,37.79,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00080,Borehole,-25.98117,27.51636,30.48,37.79,40.23,Dolerite,Consolidated,
Dept Water - Pretoria,2528CD00204,Borehole,-25.98033,28.31415,,,,,,
Dept Water - Pretoria,2528CC00311,Borehole,-25.98005,28.20999,14.46,,,,,
Dept Water - Pretoria,2527DC00122,Borehole,-25.97922,27.71636,,0,7.01,Dolomite,Consolidated,
Dept Water - Pretoria,2527DC00122,Borehole,-25.97922,27.71636,,7.01,22.25,Dolomite,Consolidated,
Dept Water - Pretoria,2527DC00122,Borehole,-25.97922,27.71636,,22.25,48.46,Dolomite,Consolidated,
Dept Water - Pretoria,2528CC00243,Borehole,-25.97588,28.22609,,,,,,
Dept Water - Pretoria,2528CC00251,Borehole,-25.97561,28.08387,22.86,0,35.97,Granite,Consolidated,
Dept Water - Pretoria,2528CC00251,Borehole,-25.97561,28.08387,22.86,35.97,65.84,Quartzite,Consolidated,
Dept Water - Pretoria,2528CD00201,Borehole,-25.97533,28.30804,,,,,,
Dept Water - Pretoria,2528CD00202,Borehole,-25.97533,28.31471,13.86,,,,,
Dept Water - Pretoria,2528CD00203,Borehole,-25.97533,28.31472,17.68,,,,,
Dept Water - Pretoria,2528CC00334,Borehole,-25.97255,28.24277,,,,,,
Dept Water - Pretoria,2528CC00310,Borehole,-25.972,28.20804,15.48,,,,,
Dept Water - Pretoria,2528CD00200,Borehole,-25.972,28.31054,12.94,,,,,
Dept Water - Pretoria,2527DD00052,Borehole,-25.96925,27.85524,12.19,0,36.27,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00052,Borehole,-25.96925,27.85524,12.19,36.27,41.45,Granite,Consolidated,
Dept Water - Pretoria,2527DD00051,Borehole,-25.96925,27.85527,30.48,0,21.33,Boulders,Unconsolidated,
Dept Water - Pretoria,2527DD00051,Borehole,-25.96925,27.85527,30.48,21.33,35.66,Granite,Consolidated,
Dept Water - Pretoria,2527DD00051,Borehole,-25.96925,27.85527,30.48,35.66,39.62,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00051,Borehole,-25.96925,27.85527,30.48,39.62,51.51,Granite,Consolidated,
Dept Water - Pretoria,2527DD00051,Borehole,-25.96925,27.85527,30.48,51.51,56.38,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00051,Borehole,-25.96925,27.85527,30.48,56.38,58.21,Granite,Consolidated,
Dept Water - Pretoria,2527DD00050,Borehole,-25.96924,27.85519,14.63,0,43.28,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00050,Borehole,-25.96924,27.85519,14.63,43.28,43.58,Granite,Consolidated,
Dept Water - Pretoria,2527DD00048,Borehole,-25.96923,27.85526,18.28,0,21.33,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00048,Borehole,-25.96923,27.85526,18.28,21.33,41.5,Chert,Consolidated,
Dept Water - Pretoria,2527DD00047,Borehole,-25.96922,27.85525,12.49,0,10.66,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00047,Borehole,-25.96922,27.85525,12.49,10.66,32.3,Boulders,Unconsolidated,
Dept Water - Pretoria,2527DD00047,Borehole,-25.96922,27.85525,12.49,32.3,46.02,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00049,Borehole,-25.96922,27.85526,9.81,0,21.33,Quartzite,Consolidated,
Dept Water - Pretoria,2527DD00049,Borehole,-25.96922,27.85526,9.81,21.33,23.77,Granite,Consolidated,
Dept Water - Pretoria,2527DD00049,Borehole,-25.96922,27.85526,9.81,23.77,38.1,Quartzite,Consolidated,
Dept Water - Pretoria,2528CC00309,Borehole,-25.96922,28.20832,11.04,,,,,
Dept Water - Pretoria,2528CC00332,Borehole,-25.96922,28.24193,12.62,,,,,
Dept Water - Pretoria,2528CC00333,Borehole,-25.96922,28.24194,,,,,,
Dept Water - Pretoria,2528CD00189,Borehole,-25.96811,28.28055,,,,,,
Dept Water - Pretoria,2528CD00190,Borehole,-25.96811,28.28056,28.5,,,,,
Dept Water - Pretoria,2528CC00331,Borehole,-25.96783,28.2411,46.98,,,,,
Dept Water - Pretoria,2527DD00103,Borehole,-25.96732,27.85521,7.62,0,3.04,Granite,Consolidated,
Dept Water - Pretoria,2527DD00103,Borehole,-25.96732,27.85521,7.62,3.04,57.6,Granite,Consolidated,
Dept Water - Pretoria,2527DD00102,Borehole,-25.96731,27.8552,2.43,0,9.14,Granite,Consolidated,
Dept Water - Pretoria,2527DD00102,Borehole,-25.96731,27.8552,2.43,9.14,31.08,Granite,Consolidated,
Dept Water - Pretoria,2527DC00089,Borehole,-25.9673,27.58304,7.92,0,27.73,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00089,Borehole,-25.9673,27.58304,7.92,27.73,29.87,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00105,Borehole,-25.9673,27.85523,33.83,0,76.5,Granite,Consolidated,
Dept Water - Pretoria,2527DC00090,Borehole,-25.96729,27.58303,7.62,0,0.6,SOIL,Unconsolidated,
Dept Water - Pretoria,2527DC00090,Borehole,-25.96729,27.58303,7.62,0.6,28.95,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00104,Borehole,-25.96729,27.85521,18.28,0,1.21,Gravel,Unconsolidated,
Dept Water - Pretoria,2527DD00104,Borehole,-25.96729,27.85521,18.28,1.21,43.58,Quartzite,Consolidated,
Dept Water - Pretoria,2527DC00091,Borehole,-25.96728,27.58302,0.6,0,8.83,Dolerite,Consolidated,
Dept Water - Pretoria,2527DC00091,Borehole,-25.96728,27.58302,0.6,8.83,14.63,Dolerite,Consolidated,
Dept Water - Pretoria,2527DD00086,Borehole,-25.96728,27.85528,,0,17.67,Boulders,Unconsolidated,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.49,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.55,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.65,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.66,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.68,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.69,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.71,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.74,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.75,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.78,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.82,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.84,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.87,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.94,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.96,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.97,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.98,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,14.99,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.02,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.08,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.13,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.19,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.3,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.33,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.48,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.52,,,,,
Dept Water - Gauteng,2528CC00004,Borehole,-25.96728,28.23304,15.6,,,,,
