"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterLevel_WaterLevel","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_MaterialType","Lithology_HardnessQualifier"
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.64","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.64","1.00","25.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.64","25.00","44.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.64","44.00","61.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.85","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.85","1.00","25.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.85","25.00","44.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","30.85","44.00","61.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","31.39","0.00","1.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","31.39","1.00","25.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","31.39","25.00","44.00","Norite","Consolidated",
"Dept Water - Pretoria","2526BB00075","Borehole","-25.05710","26.80048","31.39","44.00","61.00","Norite","Consolidated",
"Dept Water - Pretoria","2528BB00770","Borehole","-25.05694","28.80121",,,,,,
"Dept Water - Pretoria","2528BB00736","Borehole","-25.05678","28.86338","16.24",,,,,
"Dept Water - Pretoria","2528BB00642","Borehole","-25.05678","28.93021","2.77",,,,,
"Dept Water - Pretoria","2528BB00638","Borehole","-25.05677","28.92261","10.37",,,,,
"Dept Water - Pretoria","2528AA00081","Borehole","-25.05672","28.18110",,,,,,
"Dept Water - Pretoria","2527AA00020","Borehole","-25.05669","27.06257","36.50","0.00","1.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527AA00020","Borehole","-25.05669","27.06257","36.50","1.00","20.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00020","Borehole","-25.05669","27.06257","36.50","20.00","65.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527AA00020","Borehole","-25.05669","27.06257","36.50","65.00","80.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2528BB00646","Borehole","-25.05650","28.92142","7.62",,,,,
"Dept Water - Pretoria","2528BB00735","Borehole","-25.05644","28.86088","12.50",,,,,
"Dept Water - Pretoria","2528BB00720","Borehole","-25.05628","28.86738","15.19",,,,,
"Dept Water - Pretoria","2528BB00719","Borehole","-25.05628","28.87338",,,,,,
"Dept Water - Pretoria","2528BB00639","Borehole","-25.05611","28.92938","2.26",,,,,
"Dept Water - Pretoria","2528BB00640","Borehole","-25.05611","28.93087","3.45",,,,,
"Dept Water - Pretoria","2529BA00112","Borehole","-25.05593","29.52032",,"0.00","18.29","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00112","Borehole","-25.05593","29.52032",,"18.29","91.44","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00113","Borehole","-25.05593","29.52033","18.29","0.00","73.15","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00113","Borehole","-25.05593","29.52033","18.29","73.15","76.20","Dolerite","Consolidated",
"Dept Water - Pretoria","2529BA00110","Borehole","-25.05592","29.52031","14.33","0.00","12.19","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00110","Borehole","-25.05592","29.52031","14.33","12.19","107.29","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00111","Borehole","-25.05592","29.52032","18.29","0.00","3.66","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00111","Borehole","-25.05592","29.52032","18.29","3.66","60.96","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00108","Borehole","-25.05591","29.52030",,"0.00","1.83","Felsite","Consolidated",
"Dept Water - Pretoria","2529BA00108","Borehole","-25.05591","29.52030",,"1.83","60.96","Felsite","Consolidated",
"Dept Water - Pretoria","2529BA00109","Borehole","-25.05591","29.52031","2.44","0.00","7.01","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00109","Borehole","-25.05591","29.52031","2.44","7.01","60.96","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00107","Borehole","-25.05590","29.52030",,"0.00","36.58","Granite","Consolidated",
"Dept Water - Pretoria","2529BA00107","Borehole","-25.05590","29.52030",,"36.58","60.96","Granite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","12.26","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","12.26","2.00","21.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","12.26","21.00","91.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","12.98","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","12.98","2.00","21.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","12.98","21.00","91.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","13.72","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","13.72","2.00","21.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","13.72","21.00","91.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","16.36","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","16.36","2.00","21.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","16.36","21.00","91.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","19.35","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","19.35","2.00","21.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","19.35","21.00","91.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","46.91","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","46.91","2.00","21.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00090","Borehole","-25.05588","26.96994","46.91","21.00","91.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2528BB00660","Borehole","-25.05578","28.93738",,,,,,
"Dept Water - Pretoria","2528BB00645","Well Point","-25.05561","28.92671","4.95",,,,,
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.50","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.50","2.00","4.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.50","4.00","26.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.50","26.00","67.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.76","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.76","2.00","4.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.76","4.00","26.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","44.76","26.00","67.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","45.33","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","45.33","2.00","4.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","45.33","4.00","26.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","45.33","26.00","67.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","46.50","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","46.50","2.00","4.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","46.50","4.00","26.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","46.50","26.00","67.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","49.20","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","49.20","2.00","4.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","49.20","4.00","26.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2526BB00068","Borehole","-25.05560","26.86189","49.20","26.00","67.00","Gabbro","Consolidated",
"Dept Water - Pretoria","2527BB00033","Borehole","-25.05557","27.92001",,"0.00","4.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527BB00033","Borehole","-25.05557","27.92001",,"4.00","12.00","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BB00033","Borehole","-25.05557","27.92001",,"12.00","18.00","Granite","Consolidated",
"Dept Water - Pretoria","2527BB00033","Borehole","-25.05557","27.92001",,"18.00","66.00","Granite","Consolidated",
"Dept Water - Pretoria","2527BB00033","Borehole","-25.05557","27.92001",,"66.00","85.13","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00647","Borehole","-25.05544","28.92371","5.85",,,,,
"Dept Water - Pretoria","2528BB00643","Borehole","-25.05544","28.92838","2.42",,,,,
"Dept Water - Pretoria","2528BB00659","Borehole","-25.05544","28.93738",,,,,,
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","5.14","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","5.14","3.00","14.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","5.14","14.00","51.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","6.15","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","6.15","3.00","14.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","6.15","14.00","51.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","6.61","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","6.61","3.00","14.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","6.61","14.00","51.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","8.91","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","8.91","3.00","14.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","8.91","14.00","51.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","9.46","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","9.46","3.00","14.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","9.46","14.00","51.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","12.23","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","12.23","3.00","14.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526BB00092","Borehole","-25.05543","26.96796","12.23","14.00","51.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2528BB00644","Borehole","-25.05528","28.92721","3.77",,,,,
"Dept Water - Pretoria","2528BB00703","Borehole","-25.05511","28.94254","11.79",,,,,
"Dept Water - Pretoria","2529AB00076","Borehole","-25.05509","29.43309",,"0.00","1.83","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00076","Borehole","-25.05509","29.43309",,"1.83","8.53","Granite","Consolidated","Hard"
"Dept Water - Pretoria","2529AB00074","Borehole","-25.05508","29.43308","1.52","0.00","3.05","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00074","Borehole","-25.05508","29.43308","1.52","3.05","39.32","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00075","Borehole","-25.05508","29.43309",,"0.00","5.49","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00075","Borehole","-25.05508","29.43309",,"5.49","82.31","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00072","Borehole","-25.05507","29.43307","62.79","0.00","4.57","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00072","Borehole","-25.05507","29.43307","62.79","4.57","108.51","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00073","Borehole","-25.05507","29.43308","35.05","0.00","19.51","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00073","Borehole","-25.05507","29.43308","35.05","19.51","93.88","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00071","Borehole","-25.05506","29.43307",,"0.00","5.49","Granite","Consolidated",
"Dept Water - Pretoria","2529AB00071","Borehole","-25.05506","29.43307",,"5.49","82.31","Granite","Consolidated",
"Dept Water - Pretoria","2528BB00641","Borehole","-25.05494","28.92971","2.64",,,,,
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"0.00","4.00","Gravel","Unconsolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"4.00","12.00","Clay","Unconsolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"12.00","16.00","Shale","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"16.00","20.00","Shale","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"20.00","30.00","Shale","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"30.00","35.00","Shale","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"35.00","39.00","Shale","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"39.00","55.00","Shale","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"55.00","62.00","Granite","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"62.00","95.00","Granite","Consolidated",
"Dept Water - Pretoria","2527BB00036","Borehole","-25.05492","27.93715",,"95.00","111.00","Dolerite","Consolidated",
"Dept Water - Pretoria","2528BB00657","Borehole","-25.05478","28.92404","5.38",,,,,
"Dept Water - Pretoria","2528BB00656","Borehole","-25.05478","28.93904","11.35",,,,,
"Dept Water - Pretoria","2528BB00655","Borehole","-25.05461","28.93504","10.62",,,,,
"Dept Water - Pretoria","2529AA00161","Borehole","-25.05451","29.11280","10.50","0.00","3.00","Sandstone","Consolidated",
"Dept Water - Pretoria","2529AA00161","Borehole","-25.05451","29.11280","10.50","3.00","33.00","Kaolinite","Unconsolidated",
"Dept Water - Pretoria","2529AA00161","Borehole","-25.05451","29.11280","10.50","33.00","133.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2529AA00161","Borehole","-25.05451","29.11280","10.50","133.00","162.00","Diabase","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","26.47","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","26.47","2.00","24.00","Amphibolite","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","26.47","24.00","101.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","29.68","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","29.68","2.00","24.00","Amphibolite","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","29.68","24.00","101.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","32.57","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","32.57","2.00","24.00","Amphibolite","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","32.57","24.00","101.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","54.36","0.00","2.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","54.36","2.00","24.00","Amphibolite","Consolidated",
"Dept Water - Pretoria","2526AB00130","Borehole","-25.05450","26.41375","54.36","24.00","101.00","Quartzite","Consolidated",
"Dept Water - Pretoria","2528BB00635","Borehole","-25.05428","28.92471","5.93",,,,,
"Dept Water - Pretoria","2528BB00120","Borehole","-25.05422","28.76527","18.20","0.00","3.00","SOIL","Unconsolidated",
"Dept Water - Pretoria","2528BB00120","Borehole","-25.05422","28.76527","18.20","3.00","17.00","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BB00120","Borehole","-25.05422","28.76527","18.20","17.00","61.00","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BB00120","Borehole","-25.05422","28.76527","18.20","61.00","85.00","Mudstone","Consolidated",
"Dept Water - Pretoria","2528BB00731","Borehole","-25.05411","28.86321",,,,,,
"Dept Water - Pretoria","2528BB00637","Borehole","-25.05344","28.92121","1.50",,,,,
"Dept Water - Pretoria","2527BA00172","Borehole","-25.05339","27.64917",,,,,,
"Dept Water - Pretoria","2528BB00121","Borehole","-25.05339","28.76638",,"0.00","4.00","Sand","Unconsolidated",
"Dept Water - Pretoria","2528BB00121","Borehole","-25.05339","28.76638",,"4.00","52.00","Sandstone","Consolidated",
"Dept Water - Pretoria","2528BB00121","Borehole","-25.05339","28.76638",,"52.00","103.00","Mudstone","Consolidated",
"Dept Water - Pretoria","2528BB00648","Borehole","-25.05328","28.92938","6.45",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.39",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.40",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.41",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.42",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.43",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.44",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.45",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.46",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.47",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.48",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.49",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.50",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.51",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.52",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.53",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.54",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.55",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.56",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.57",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.58",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.59",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.60",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.61",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.62",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.63",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.64",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.65",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.66",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.67",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.68",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.69",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.70",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.71",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.72",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.73",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.74",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.75",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.76",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.77",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.78",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.79",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.80",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.81",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.82",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.83",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.84",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.86",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.87",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.88",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.89",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.90",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.91",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.92",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.93",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.94",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.95",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.96",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.97",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.98",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","16.99",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.00",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.01",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.02",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.03",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.04",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.05",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.06",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.07",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.09",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.10",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.11",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.12",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.13",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.14",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.15",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.16",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.17",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.18",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.19",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.20",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.21",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.22",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.23",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.24",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.25",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.26",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.27",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.28",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.29",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.30",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.31",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.32",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.33",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.34",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.35",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.36",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.37",,,,,
"Dept Water - Limpopo","2528AB00001","Borehole","-25.05323","28.40826","17.38",,,,,
